filename	sentno	begin	end	gender	number	category	mentions
Nescio_Dichtertje	166	5	7	n	sg	PKM.in	haar schik
Nescio_Dichtertje	166	10	12	m	sg	PER.misc	een vrijer
Nescio_Dichtertje	166	13	15	m	sg	PER.misc	zoo'n knappe
Nescio_Dichtertje	166	18	19	m	sg	PER.fic	Loe
Nescio_Dichtertje	170	0	2	m	sg	PER.fic	Z'n pa, z'n vader, ie, z'n vader, dien, die, z'n eigen vader, Pa, Pa, -ie, hem, ie, z'n, -ie, pa, Em
Nescio_Dichtertje	171	11	13	f	sg	PER.misc	een grootmoeder
Nescio_Dichtertje	171	14	16	f	sg	PER.misc	een tante, de tante
Nescio_Dichtertje	172	0	4	f	pl	PER.misc	Haar twee kleine zusjes
Nescio_Dichtertje	172	7	8	n	sg	OBJ	bed, bed, bed, bed
Nescio_Dichtertje	174	7	9	n	sg	LOC.punt	hem thuis
Nescio_Dichtertje	174	13	18	f	sg	PER.fic	een nicht met scheeve schouders, die
Nescio_Dichtertje	174	19	23	n	sg	OBJ	een scheeve groene hobbezak
Nescio_Dichtertje	174	24	26	n	sg	OBJ	een lorgnet
Nescio_Dichtertje	174	29	30	n	sg	MISC	bier
Nescio_Dichtertje	174	36	39	f	sg	PER.fic	haar aanstaande schoonmoeder, die, ik
Nescio_Dichtertje	175	5	8	n	sg	OBJ	een snoezig taschje
Nescio_Dichtertje	176	2	4	n	sg	LOC.lijn	't City-magazijn
Nescio_Dichtertje	177	4	5	n	sg	ORG.com	Liberty
Nescio_Dichtertje	178	1	2	fm	sg	PER.misc	Je
Nescio_Dichtertje	178	7	14	n	pl	OBJ	die taschjes met een klein taschje buitenop, die
Nescio_Dichtertje	178	10	14	n	sg	OBJ	een klein taschje buitenop
Nescio_Dichtertje	179	7	9	n	sg	MISC	de waarheid
Nescio_Dichtertje	180	3	4	fm	sg	PER.misc	ieder, z'n
Nescio_Dichtertje	180	4	6	n	sg	PKM.in	z'n smaak
Nescio_Dichtertje	181	0	1	fm	pl	PER.misc	Onze
Nescio_Dichtertje	181	0	2	m	sg	PER.fic	Onze Riek
Nescio_Dichtertje	181	3	5	n	sg	MISC	zoo één, die
Nescio_Dichtertje	183	5	6	n	sg	LOC.lijn	straat
Nescio_Dichtertje	185	16	18	n	sg	PKM.uit	z'n voorhoofd
Nescio_Dichtertje	185	22	24	n	pl	PKM.uit	z'n lippen
Nescio_Dichtertje	185	28	30	n	sg	PKM.uit	z'n nek
Nescio_Dichtertje	185	32	34	n	sg	LOC.lijn	den gang
Nescio_Dichtertje	185	37	39	n	sg	LOC.lijn	de kamer
Nescio_Dichtertje	186	5	7	n	pl	PKM.uit	haar teenen
Nescio_Dichtertje	186	10	12	n	pl	PKM.uit	z'n schouders
Nescio_Dichtertje	188	1	3	n	sg	MISC	de zaak
Nescio_Dichtertje	189	22	24	f	pl	PER.misc	alle tantes
Nescio_Dichtertje	190	2	5	n	sg	MISC	een beetje geld
Nescio_Dichtertje	190	8	11	n	sg	MISC	een beetje geld
Nescio_Dichtertje	192	5	6	n	sg	MISC	iets, dat
Nescio_Dichtertje	195	19	21	n	pl	OBJ	zijn manuscripten
Nescio_Dichtertje	195	46	48	n	sg	OBJ	zijn bed
Nescio_Dichtertje	195	53	55	n	sg	OBJ	de jam
Nescio_Dichtertje	197	0	3	fm	sg	PER.misc	Een groot dichter
Nescio_Dichtertje	198	9	10	fm	sg	PER.misc	je
Nescio_Dichtertje	198	16	19	f	pl	PER.misc	de mooiste meisjes
Nescio_Dichtertje	198	21	26	n	sg	LOC.punt	den overkant van de gracht
Nescio_Dichtertje	198	24	26	n	sg	LOC.water	de gracht, de gracht
Nescio_Dichtertje	199	6	8	n	sg	MISC	één gedicht
Nescio_Dichtertje	200	1	3	n	sg	OBJ	de tram, de tram, die tram, de tram tegenover hem, de tram, de tram, de tram
Nescio_Dichtertje	200	14	17	n	pl	PKM.uit	z'n twee handen, zulke mooie blanke , fijne en slanke handen, z'n handen
Nescio_Dichtertje	200	18	23	n	sg	OBJ	den knop van z'n wandelstok
Nescio_Dichtertje	200	45	46	fm	pl	PER.misc	dichtertjes
Nescio_Dichtertje	201	8	10	n	pl	LOC.lijn	de straten, die straten
Nescio_Dichtertje	202	0	9	f	sg	PER.fic	Een dame van een jaar of zes en twintig, haar, haar, zij, haar, haar, ze, haar, haar, haar, Clara, ze, Clara, de schitterende, haar, Clara, de schitterende, haar, haar, haar, jou, jij, je, jij, je, ik, mijn, jou, jou, haar, hare, hare, haar, ze, haar, zij, haar, ze, Ik, mij, Mijn, mijn, m'n, m'n, haar, ze, ze, Clara, Die dame in de tram, haar
Nescio_Dichtertje	202	18	21	n	sg	OBJ	haar bruine mantelpak
Nescio_Dichtertje	202	22	25	n	sg	OBJ	de opstaande kraag
Nescio_Dichtertje	202	26	27	n	pl	OBJ	manchetten
Nescio_Dichtertje	202	28	29	n	sg	MISC	onderkant
Nescio_Dichtertje	202	30	31	m	sg	PER.fic	mantel
Nescio_Dichtertje	202	32	33	n	sg	OBJ	rok
Nescio_Dichtertje	202	35	37	n	sg	OBJ	zwart bont, 't zelfde bont, zwart bont
Nescio_Dichtertje	202	38	40	n	pl	PKM.uit	de handen
Nescio_Dichtertje	202	41	56	n	sg	OBJ	een groote , afhangende mof van 't zelfde bruine laken met 't zelfde bont bezet
Nescio_Dichtertje	202	57	67	n	sg	OBJ	klein bruin hoedje met zwart bont op 't fijne gezichtje
Nescio_Dichtertje	202	64	67	n	sg	PKM.uit	't fijne gezichtje
Nescio_Dichtertje	203	2	4	n	sg	MISC	lijn 2
Nescio_Dichtertje	203	5	6	n	sg	LOC.punt	Museumkwartier, 't Museumkwartier, 't Museumkwartier
Nescio_Dichtertje	204	8	10	n	pl	PKM.uit	haar oogen
Nescio_Dichtertje	204	15	21	n	sg	LOC.lijn	't leege plaatsje in den hoek
Nescio_Dichtertje	204	19	21	n	sg	LOC.lijn	den hoek
Nescio_Dichtertje	205	3	5	m	sg	PER.fic	haar man, z'n, Meneer, z'n, haar man, zich, hem, z'n, hij, z'n, z'n, ie, hem, z'n, ik, haar man, die, z'n, haar man, meneer
Nescio_Dichtertje	205	13	16	n	sg	OBJ	een hoogen hoed
Nescio_Dichtertje	205	17	23	n	sg	PKM.uit	z'n grijzend , kort geknipt haar
Nescio_Dichtertje	206	14	17	n	sg	OBJ	de zelfde bank, de bank
Nescio_Dichtertje	206	21	23	fm	pl	PER.misc	vier menschen
Nescio_Dichtertje	207	9	11	n	sg	OBJ	z'n horloge
Nescio_Dichtertje	207	13	14	n	sg	MISC	iets
Nescio_Dichtertje	208	2	3	fm	pl	PER.misc	ze, Ze, ze, ze
Nescio_Dichtertje	211	3	5	fm	sg	PER.misc	een kindje
Nescio_Dichtertje	211	8	9	fm	pl	PER.misc	kindertjes
Nescio_Dichtertje	212	9	11	n	sg	LOC.lijn	de slaapkamer
Nescio_Dichtertje	213	19	22	n	sg	OBJ	z'n enkele hemd
Nescio_Dichtertje	213	23	24	n	pl	OBJ	sokken
Nescio_Dichtertje	213	25	27	n	sg	OBJ	een jaegerhemd
Nescio_Dichtertje	213	46	55	n	pl	PKM.uit	wat malle , uitstekende haartjes op z'n bloote beenen
Nescio_Dichtertje	213	52	55	n	pl	PKM.uit	z'n bloote beenen
Nescio_Dichtertje	213	57	60	n	sg	OBJ	z'n hooge dop
Nescio_Dichtertje	215	6	10	n	sg	PKM.in	z'n correcte Museumkwartier geluid
Nescio_Dichtertje	215	14	16	n	sg	MISC	't licht, 't licht, 't licht, 't licht, dat, 't licht, 't licht, dat, 't licht, 't licht van den straatlantaarn, 't licht van een lantaarn, 't licht van de straatlantaarn, 't licht
Nescio_Dichtertje	218	4	9	n	pl	PKM.in	de gedachten van een mensch
Nescio_Dichtertje	218	7	9	fm	sg	PER.misc	een mensch
Nescio_Dichtertje	218	14	16	n	pl	MISC	vreemde passages
Nescio_Dichtertje	218	18	22	n	sg	MISC	zoo'n gedicht zonder eind
Nescio_Dichtertje	219	6	13	n	sg	OBJ	't ruit van de tram tegenover hem
Nescio_Dichtertje	220	0	2	n	pl	OBJ	De huizen
Nescio_Dichtertje	220	6	8	f	pl	PER.misc	de dames, die
Nescio_Dichtertje	220	9	10	n	sg	MISC	dit
Nescio_Dichtertje	220	15	16	fm	sg	PER.misc	je
Nescio_Dichtertje	220	17	19	fm	pl	PER.misc	alle passagiers
Nescio_Dichtertje	221	1	7	n	pl	PKM.uit	de peinzende oogen van 't dichtertje
Nescio_Dichtertje	221	11	16	n	pl	PKM.uit	de peinzende oogen van Clara, die, ze
Nescio_Dichtertje	221	30	31	n	sg	MISC	bedrog
Nescio_Dichtertje	222	2	6	n	pl	PKM.uit	de vier peinzende oogen, elkaar
Nescio_Dichtertje	222	27	29	n	pl	MISC	rare kronkels
Nescio_Dichtertje	222	30	33	n	sg	MISC	z'n eindelooze gedicht, z'n eindelooze gedicht, z'n gedicht, een somber gedicht
Nescio_Dichtertje	222	37	40	n	sg	OBJ	't bruine laken
Nescio_Dichtertje	222	41	44	n	sg	OBJ	't zwarte bont
Nescio_Dichtertje	222	46	55	n	sg	MISC	den vagen vorm van haar beenen in den rok
Nescio_Dichtertje	222	50	55	n	pl	PKM.uit	haar beenen in den rok
Nescio_Dichtertje	222	53	55	n	sg	OBJ	den rok
Nescio_Dichtertje	222	62	64	n	sg	MISC	een onderhuis
Nescio_Dichtertje	222	66	68	fm	sg	PER.misc	een melkboer
Nescio_Dichtertje	222	70	72	n	sg	OBJ	't gordijn
Nescio_Dichtertje	223	1	2	fm	sg	PER.misc	je, je, je
Nescio_Dichtertje	223	6	8	n	sg	MISC	die weerspiegeling
Nescio_Dichtertje	223	11	15	n	sg	LOC.punt	de P. C. Hooftstraat
Nescio_Dichtertje	223	31	35	n	pl	ORG.com	een aardappelen en groentenwinkel
Nescio_Dichtertje	224	9	11	n	pl	PKM.uit	haar haren
Nescio_Dichtertje	224	16	18	n	sg	PKM.uit	haar linkerslaap
Nescio_Dichtertje	224	28	29	fm	pl	PER.misc	hun
Nescio_Dichtertje	224	28	30	n	pl	PKM.uit	hun oogen
Nescio_Dichtertje	227	4	7	fm	sg	PER.misc	een levend mensch
Nescio_Dichtertje	227	12	14	f	sg	PER.misc	een Godin
Nescio_Dichtertje	228	3	5	n	pl	PKM.in	mijn gedachten
Nescio_Dichtertje	229	0	2	n	pl	PKM.in	Mijn gedachten, mijn gedachten, mijn gedachten, hen, mijn gedachten, zijn gedachten
Nescio_Dichtertje	229	6	8	n	pl	PKM.uit	mijn oogen, mijn oogen, zijn oogen, z'n oogen, zijn oogen, die, z'n oogen
Nescio_Dichtertje	229	25	27	n	pl	MISC	alle bedeksels
Nescio_Dichtertje	231	12	14	n	sg	PKM.in	de hare
Nescio_Dichtertje	233	1	4	n	sg	LOC.lijn	een hooge toren, een hooge toren
Nescio_Dichtertje	233	6	8	n	sg	PKM.in	zijn geest, mijn geest
Nescio_Dichtertje	233	13	15	n	sg	PKM.in	den hare
Nescio_Dichtertje	234	1	2	fm	pl	PER.misc	ze, elkaar, ze, elkaar, ze
Nescio_Dichtertje	235	9	12	f	sg	PER.misc	de domste vrouw
Nescio_Dichtertje	236	12	14	n	sg	MISC	't mooie
Nescio_Dichtertje	237	1	3	n	sg	LOC.punt	de Hobbemastraat
Nescio_Dichtertje	237	8	10	fm	sg	PER.misc	den conducteur, den conducteur
Nescio_Dichtertje	237	14	16	n	sg	PKM.uit	z'n hand
Nescio_Dichtertje	237	17	19	n	sg	OBJ	de schel
Nescio_Dichtertje	239	9	14	n	sg	LOC.punt	't balcon voor den ingang
Nescio_Dichtertje	239	12	14	n	sg	LOC.punt	den ingang
Nescio_Dichtertje	239	15	17	n	sg	PKM.uit	haar linkerschouder
Nescio_Dichtertje	241	0	2	n	sg	PKM.uit	Mijn hart
Nescio_Dichtertje	241	4	6	n	sg	PKM.uit	mijn lijf
Nescio_Dichtertje	241	7	9	n	pl	PKM.uit	m'n hersens
Nescio_Dichtertje	241	11	13	n	pl	PKM.uit	m'n haren, Mooi haar
Nescio_Dichtertje	245	1	5	fm	sg	PER.misc	een echt belachelijk dichtertje
Nescio_Dichtertje	245	31	33	n	sg	OBJ	z'n das
Nescio_Dichtertje	245	37	39	n	sg	OBJ	z'n boordje, z'n boordje
Nescio_Dichtertje	247	5	7	n	sg	LOC.punt	een hoek
Nescio_Dichtertje	247	8	11	n	sg	OBJ	een klein tuintje
Nescio_Dichtertje	247	2	13	n	sg	OBJ	een huis op een hoek met een klein tuintje er om, een huis
Nescio_Dichtertje	247	16	21	n	sg	OBJ	een klimstruik tegen den muur, Die
Nescio_Dichtertje	247	19	21	n	sg	OBJ	den muur
Nescio_Dichtertje	248	3	6	n	sg	MISC	't zachte Novemberweer
Nescio_Dichtertje	248	10	13	n	pl	OBJ	kleine gele sterbloemetjes
Nescio_Dichtertje	249	13	16	n	sg	OBJ	de bloeiende struik
Nescio_Dichtertje	251	4	6	fm	sg	PER.misc	een mensch, dichtertje
Nescio_Dichtertje	253	6	12	f	pl	PER.misc	lieve , jonge , natuurlijke vrouwtjes, die, hun, ze, ze, ze, ze, ze, ze, ze, ze, ze, ze, hun, zich
Nescio_Dichtertje	253	16	19	m	sg	PER.misc	hun wettigen man
Nescio_Dichtertje	254	10	16	n	sg	MISC	een vreemd heimwee naar een land
Nescio_Dichtertje	254	14	16	n	sg	LOC.land	een land, dat, er, 't land, 't duisterende land, 't avondlijke land, 't land, 't land, Het land
Nescio_Dichtertje	256	5	6	n	sg	MISC	iets, dat
Nescio_Dichtertje	257	2	3	fm	sg	PER.misc	je, je
Nescio_Dichtertje	257	3	4	n	sg	MISC	iets, dat
Nescio_Dichtertje	259	7	9	n	pl	OBJ	de balkondeuren
Nescio_Dichtertje	264	1	2	fm	sg	PER.fic	k
Nescio_Dichtertje	265	3	5	fm	sg	PER.misc	hun kindje, 't
Nescio_Dichtertje	266	3	10	n	sg	LOC.punt	"'t terras van de "" Beursbengel "", dat terras"
Nescio_Dichtertje	266	6	10	n	sg	ORG.com	"de "" Beursbengel """
Nescio_Dichtertje	266	12	14	n	sg	LOC.punt	't Damrak, 't Damrak, 't Damrak, 't Damrak
Nescio_Dichtertje	266	16	23	n	sg	OBJ	zoo'n tafeltje met zwaar rond marmeren blad
Nescio_Dichtertje	266	19	23	n	sg	OBJ	zwaar rond marmeren blad
Nescio_Dichtertje	266	25	31	n	sg	OBJ	een koperen band om den kant
Nescio_Dichtertje	266	29	31	n	sg	LOC.punt	den kant
Nescio_Dichtertje	267	6	16	n	pl	PKM.uit	de bloote beentjes van het kindje met witte halve kousjes
Nescio_Dichtertje	267	13	16	n	pl	OBJ	witte halve kousjes
Nescio_Dichtertje	267	18	20	n	sg	OBJ	haar stoeltje, haar stoel
Nescio_Dichtertje	269	3	6	n	pl	PKM.uit	haar kleine vingertjes
Nescio_Dichtertje	269	7	10	n	pl	PKM.uit	haar lekkere oogen
Nescio_Dichtertje	270	11	14	fm	pl	PER.misc	al die menschen
Nescio_Dichtertje	272	1	3	n	sg	LOC.punt	den hoek
Nescio_Dichtertje	272	8	10	n	sg	PKM.uit	z'n snor, z'n snor, z'n snor
Nescio_Dichtertje	273	3	5	f	sg	PER.misc	een vrouw, een hoogstaande vrouw, ik, die vrouw, ze, haar
Nescio_Dichtertje	273	13	15	m	sg	PER.misc	Zoo'n vent, zich, Een man, ie, zich
Nescio_Dichtertje	274	15	18	n	sg	PKM.uit	een brok haar
Nescio_Dichtertje	276	9	12	n	pl	OBJ	haar natte kussen
Nescio_Dichtertje	277	2	4	n	sg	OBJ	haar manteltje
Nescio_Dichtertje	277	9	11	n	pl	PKM.uit	haar knieën, haar knieën, haar knieën, Die, elkaar, de knieën
Nescio_Dichtertje	277	17	21	n	sg	OBJ	een blauw cheviotten mantelpakje
Nescio_Dichtertje	278	0	3	n	sg	OBJ	Een wit bloesje
Nescio_Dichtertje	278	7	9	n	pl	PKM.uit	haar armen
Nescio_Dichtertje	278	19	21	n	sg	PKM.uit	haar rug
Nescio_Dichtertje	278	16	23	n	sg	PKM.uit	't allerbovenste van haar rug en borst
Nescio_Dichtertje	278	22	23	n	sg	PKM.uit	borst
Nescio_Dichtertje	279	0	1	fm	sg	PER.misc	Je
Nescio_Dichtertje	279	3	5	n	sg	OBJ	haar hemd, 't
Nescio_Dichtertje	279	10	12	n	pl	OBJ	kanten strooken
Nescio_Dichtertje	279	13	15	n	pl	PKM.uit	haar schoudertjes
Nescio_Dichtertje	280	3	5	n	sg	PKM.uit	haar bovenlip, haar bovenlip
Nescio_Dichtertje	280	10	12	n	sg	PKM.uit	haar onderkaak, haar onderkaak
Nescio_Dichtertje	280	16	18	fm	sg	PER.misc	de rechterhand
Nescio_Dichtertje	280	18	20	n	sg	PKM.uit	haar haar
Nescio_Dichtertje	280	29	34	n	sg	PKM.uit	't puntje van haar tong
Nescio_Dichtertje	280	32	34	n	sg	PKM.uit	haar tong
Nescio_Dichtertje	282	12	14	n	pl	PKM.uit	haar tanden, alle tanden, ze
Nescio_Dichtertje	282	20	23	n	sg	PKM.uit	een sterk gebit
Nescio_Dichtertje	282	37	38	fm	sg	PER.misc	je
Nescio_Dichtertje	282	37	39	n	sg	PKM.uit	je hand
Nescio_Dichtertje	282	51	53	n	sg	LOC.punt	den buitenkant
Nescio_Dichtertje	282	54	55	n	sg	PKM.uit	pink
Nescio_Dichtertje	282	56	57	n	sg	PKM.uit	pols
Nescio_Dichtertje	284	8	10	n	sg	OBJ	een bloese, die, haar bloese
Nescio_Dichtertje	284	17	19	n	sg	PKM.uit	haar borst
Nescio_Dichtertje	284	32	37	n	sg	MISC	het licht uit den hemel
Nescio_Dichtertje	284	35	37	n	sg	LOC.heelal	den hemel, hemel, hemel
Nescio_Dichtertje	285	4	6	n	pl	PKM.uit	haar sleutelbeenderen
Nescio_Dichtertje	285	1	12	n	pl	PKM.uit	de hoeken van haar sleutelbeenderen bij 't kuiltje van haar hals
Nescio_Dichtertje	285	7	12	n	sg	PKM.uit	't kuiltje van haar hals, 't kuiltje van haar hals
Nescio_Dichtertje	285	10	12	n	sg	PKM.uit	haar hals, haar hals, haar hals
Nescio_Dichtertje	286	1	4	n	pl	PKM.uit	haar slanke vingers
Nescio_Dichtertje	286	7	12	n	sg	OBJ	den rand van haar bloese, den rand van je hoed, den rand van 't ledikant, den rand van 't bed
Nescio_Dichtertje	287	3	8	n	pl	PKM.uit	de handjes van haar kindje, de handjes in haar schoot
Nescio_Dichtertje	287	10	12	n	sg	MISC	haar toetje, 't toetje
Nescio_Dichtertje	287	14	16	n	sg	OBJ	haar zakdoekje
Nescio_Dichtertje	287	18	21	n	sg	MISC	een opengewerkten rand
Nescio_Dichtertje	288	3	8	n	sg	PKM.uit	't handje van 't kind
Nescio_Dichtertje	288	9	12	n	pl	PKM.uit	haar twee handen, haar handen
Nescio_Dichtertje	288	18	24	n	sg	MISC	een zoentje op haar groote oogjes
Nescio_Dichtertje	288	21	24	n	pl	PKM.uit	haar groote oogjes
Nescio_Dichtertje	292	3	5	n	sg	OBJ	een taartje
Nescio_Dichtertje	296	6	8	n	pl	PKM.uit	haar heupen
Nescio_Dichtertje	296	12	16	n	sg	OBJ	haar blauw cheviotten rok
Nescio_Dichtertje	297	6	11	n	sg	OBJ	't taartje op een schaaltje
Nescio_Dichtertje	297	9	11	n	sg	OBJ	een schaaltje
Nescio_Dichtertje	297	13	15	n	sg	OBJ	de deur, de deur voor hen, de deur, de deur met den sleutel
Nescio_Dichtertje	303	2	7	n	sg	OBJ	de punt van 't vorkje
Nescio_Dichtertje	303	5	7	n	sg	OBJ	't vorkje
Nescio_Dichtertje	303	10	13	n	sg	OBJ	't halve taartje
Nescio_Dichtertje	303	14	16	n	sg	PKM.uit	't mondje
Nescio_Dichtertje	303	20	23	f	sg	PER.fic	de dikke dame
Nescio_Dichtertje	304	6	7	n	sg	MISC	slagroom
Nescio_Dichtertje	311	4	5	n	sg	OBJ	wol
Nescio_Dichtertje	311	7	9	n	sg	OBJ	mijn manteltje
Nescio_Dichtertje	312	3	5	n	sg	MISC	de kleur
Nescio_Dichtertje	313	4	6	n	pl	MISC	vier winkels
Nescio_Dichtertje	314	0	5	n	pl	PKM.uit	De oogen van 't kindje
Nescio_Dichtertje	317	3	5	n	sg	PKM.uit	haar handje
Nescio_Dichtertje	317	8	11	n	sg	PKM.in	een hoog stemmetje
Nescio_Dichtertje	318	7	9	n	sg	PKM.uit	een oog
Nescio_Dichtertje	320	7	11	n	sg	MISC	zijn gedicht zonder eind, z'n gedicht zonder einde, een gedicht, een gedicht, z'n gedicht zonder eind
Nescio_Dichtertje	320	14	16	n	sg	LOC.lijn	een stadium
Nescio_Dichtertje	320	19	21	n	sg	PKM.in	stapel zot
Nescio_Dichtertje	321	5	8	f	pl	PER.misc	al die vrouwen, al die vrouwen
Nescio_Dichtertje	321	15	16	n	sg	LOC.lijn	straat
Nescio_Dichtertje	322	13	15	n	sg	MISC	een wonder, 't wonder, 't, 't wonder, dat
Nescio_Dichtertje	322	27	29	n	pl	OBJ	de kleeren
Nescio_Dichtertje	323	3	5	n	sg	PKM.in	den waanzin
Nescio_Dichtertje	323	8	10	n	pl	MISC	rare dingen
Nescio_Dichtertje	324	0	1	fm	sg	PER.nfic	U
Nescio_Dichtertje	324	2	3	fm	sg	PER.nfic	ik, mijn, ik, de ongelukkige schrijver van deze geschiedenis, ik, ik, mijn, m'n, 'k, ik, den auteur, mij, mijn, ik, mij, mij, ik, ik
Nescio_Dichtertje	325	1	3	f	pl	PER.misc	mijn lezeressen
Nescio_Dichtertje	325	5	7	n	sg	PKM.in	heilige onschuld
Nescio_Dichtertje	328	5	6	n	sg	OBJ	brood
Nescio_Dichtertje	328	8	9	n	pl	OBJ	boterhammen
Nescio_Dichtertje	328	11	12	n	sg	OBJ	thee
Nescio_Dichtertje	328	21	23	f	sg	PER.fic	't dienstmeisje
Nescio_Dichtertje	328	26	28	f	sg	PER.fic	de werkster
Nescio_Dichtertje	329	4	5	n	sg	OBJ	brood
Nescio_Dichtertje	329	8	9	n	pl	OBJ	boterhammen
Nescio_Dichtertje	329	10	12	fm	pl	PER.misc	vier kinderen
Nescio_Dichtertje	329	14	15	fm	sg	PER.misc	je, je, je, je, je, je
Nescio_Dichtertje	329	25	27	n	sg	MISC	deze geschiedenis
Nescio_Dichtertje	330	26	28	n	sg	MISC	't ongeluk
Nescio_Dichtertje	331	6	8	n	sg	MISC	dit alles
Nescio_Dichtertje	331	21	22	n	sg	LOC.heelal	aarde, aarde, de aarde, zich, de aarde, de aarde, de aarde
Nescio_Dichtertje	331	23	24	f	sg	PER.fic	"Dora, haar zusje, Zij, haar, zij, ze, Ze, haar, Ze, ze, haar, ze, Ze, ze, ze, ze, zich, ze, haar, Dora, je, een kind, z'n, zij, haar, haar, ze, haar, z'n, ze, ze, Dora, je, haar, ze, zusje, je, je, zij, haar, ze, ze, ze, haar, haar, Ze, haar, haar, haar, ze, zich, ze, haar, ze, ze, ze, Ee, haar, zich, Kind, je, je, ze, ze, Haar, Dora, Dora, Dora, Dora, die, Dora, ze, ze, ze, zich, haar, ze, een tenger meisje, haar, haar, haar, ze, haar, ze, haar, haar, haar, haar, ze, haar, haar, haar, ze, haar, ze, zij, Zij, haar, haar, haar, haar, ze, Ze, ze, zij, ze, haar, haar, ze, ze, Ze, haar, haar, Ze, haar, haar, haar, ze, haar, Ze, Dora, ze, ze, ze, haar, Dora, haar, Dora, zich, haar, haar, haar, ze, ze, zich, Ze, ze, zich, ze, ze, mij, ze, ze, zij, Dora, haar, haar, haar, haar, Dora, haar, zichzelf, ze, ze, ze, Dora, jij, Ouwe kneut, Dora, Dora, m'n, Ik, Zij, ze, haar, ze, Dora, Dora, Dora, haar, haar, zij, ze, haar, haar, haar, haar, haar, haar, haar, haar, haar, haar, haar, haar, haar, jij, ze, Doortje, Je, je, Haar, Haar, Ze, zichzelf, Ze, haar, haar, haar, dat, een echte, ze, Zij, haar, Ik, Zij, ze, haar, haar, haar, ze, haar, haar, mijn, haar, Dora, Zij, Ze, haar, haar, Ze, haar, haar, haar, haar, haar, ze, ze, ze, haar, haar, haar, haar, Haar, haar, haar, haar, jij, ze, Zij, haar, ze, zuster, vrouw, dichteresje, courtisane, haar, ze, ze, ze, ze, haar, ze, ze, dichteresje, vrouw, zuster, courtisane, ze, haar, Ze, haar, Ik, Ik, Ik, me, Ze, haar, ze, haar, haar, Dora, ze, ze, Dora, haar, ze, Dora, zij, haar, Haar, ze, haar, haar, ze, ze, haar, Dora, ze, Dora, ze, haar, ze, haar, haar, haar, ze, zij, Dora, je, je, Dora, Ze, Ze, ze, zich, ze, jou, Ze, ze, ze, Dora, je, Ze, ze, haar, ze, ze, Ze, haar, haar, haar, haar, haar, haar, ze, ze, Ik, Ze, ze, je, Ze, Ze, ze, haar, haar, Dora, ze, haar, Ze, haar, haar, ze, Ze, Haar, Ze, ze, zij, ze, een dichteresje, ze, ze, haar, ze, ze, ze, zich, dame, ze, haar, ze, ze, zich, ze, haar, haar, Ze, haar, haar, ik, haar, haar, haar, Ze, zichzelf, ze, Ik, ze, ze, haar, ze, ze, Ze, haar, Ze, haar, haar, haar, zij, haar, ze, haar, ik, Haar, haar, haar, ze, ze, haar, zich, Ik, ik, ze, Ze, Ze, haar, ze, Ze, ze, ze, ze, zich, Dora, ze, zij, Zij, haar, de eerste, Dora, een "" ongehuwde moeder "", Zij, haar, haar, haar, Ze, haar, haar, Ze, haar, ze, zij, zich"
Nescio_Dichtertje	331	38	40	n	sg	OBJ	een renpaardje
Nescio_Dichtertje	332	4	7	f	pl	PER.fic	die twee zusjes, die
Nescio_Dichtertje	336	13	15	n	sg	MISC	een reis
Nescio_Dichtertje	337	0	4	n	sg	OBJ	Een licht grijs pak
Nescio_Dichtertje	337	8	10	n	pl	OBJ	bruine schoenen, bruine schoenen
Nescio_Dichtertje	337	11	18	n	sg	OBJ	een wit hoedje met heelemaal neergeslagen rand
Nescio_Dichtertje	337	15	18	n	sg	OBJ	heelemaal neergeslagen rand
Nescio_Dichtertje	338	2	3	fm	pl	PER.misc	ze
Nescio_Dichtertje	338	5	7	n	sg	LOC.punt	de Reinwardtstraat
Nescio_Dichtertje	338	9	10	n	sg	OBJ	steenen
Nescio_Dichtertje	338	15	17	n	sg	OBJ	je hoed
Nescio_Dichtertje	339	0	2	fm	pl	PER.nfic	Zijn schoonouders
Nescio_Dichtertje	339	10	12	n	sg	LOC.water	den IJsel, den IJsel
Nescio_Dichtertje	339	13	19	n	sg	OBJ	een wit huisje met een serre
Nescio_Dichtertje	339	17	19	n	sg	OBJ	een serre, De serre
Nescio_Dichtertje	339	21	23	n	sg	OBJ	een weranda, de weranda
Nescio_Dichtertje	339	24	26	n	sg	LOC.punt	de bovenverdieping
Nescio_Dichtertje	340	6	8	fm	sg	PER.misc	een kind
Nescio_Dichtertje	340	9	11	n	sg	OBJ	haar rokje, haar rok, die, haar rok
Nescio_Dichtertje	341	2	5	f	pl	PER.misc	de volwassen vrouwen
Nescio_Dichtertje	342	2	4	n	sg	OBJ	een jurkje, dit hooge jurkje
Nescio_Dichtertje	342	6	10	n	pl	OBJ	banden over de schouders, De schouderbanden
Nescio_Dichtertje	342	12	15	n	pl	MISC	dikke roode strepen
Nescio_Dichtertje	342	18	21	n	pl	MISC	smalle witte strepen
Nescio_Dichtertje	344	6	8	n	pl	PKM.uit	de borsten
Nescio_Dichtertje	344	12	19	n	sg	OBJ	een wit bloesje met stijven opstaanden kraag
Nescio_Dichtertje	345	1	3	n	sg	PKM.uit	haar gezichtje, haar gezichtje, 't heele gezichtje, haar gezicht
Nescio_Dichtertje	346	0	3	n	sg	PKM.uit	't Donkere haar, 't haar
