filename	sentno	begin	end	gender	number	category	mentions
ConanDoyle_SherlockHolmesDeAgraSchat	98	14	16	n	sg	MISC	uw gezelschap
ConanDoyle_SherlockHolmesDeAgraSchat	99	5	8	n	sg	OBJ	uwen geopenden lessenaar
ConanDoyle_SherlockHolmesDeAgraSchat	99	11	16	n	pl	OBJ	postzegels en een pakket briefkaarten
ConanDoyle_SherlockHolmesDeAgraSchat	100	11	13	n	sg	MISC	een dépêche
ConanDoyle_SherlockHolmesDeAgraSchat	101	2	5	n	pl	OBJ	alle andere factoren, elkander
ConanDoyle_SherlockHolmesDeAgraSchat	101	12	15	n	sg	MISC	de eenige gevolgtrekking, de juiste
ConanDoyle_SherlockHolmesDeAgraSchat	102	2	4	n	sg	MISC	dit geval
ConanDoyle_SherlockHolmesDeAgraSchat	102	18	20	n	sg	MISC	de zaak
ConanDoyle_SherlockHolmesDeAgraSchat	103	7	9	n	pl	PKM.in	uwe theorieën
ConanDoyle_SherlockHolmesDeAgraSchat	103	10	14	n	sg	MISC	een meer ernstige proef, de proef, De zaak, een gewoon vraagstuk
ConanDoyle_SherlockHolmesDeAgraSchat	104	13	17	n	sg	MISC	eene tweede dosis cocaïne
ConanDoyle_SherlockHolmesDeAgraSchat	105	4	6	n	sg	PKM.in	eenig probleem, dat
ConanDoyle_SherlockHolmesDeAgraSchat	105	10	12	n	sg	PKM.in	mijn oordeel
ConanDoyle_SherlockHolmesDeAgraSchat	106	1	2	fm	sg	PER.misc	Ik
ConanDoyle_SherlockHolmesDeAgraSchat	106	11	13	m	sg	PER.misc	een man, zijn
ConanDoyle_SherlockHolmesDeAgraSchat	106	15	17	n	sg	OBJ	eenig voorwerp
ConanDoyle_SherlockHolmesDeAgraSchat	106	22	27	n	sg	PKM.in	den indruk van zijn persoonlijkheid, die
ConanDoyle_SherlockHolmesDeAgraSchat	106	25	27	n	sg	PKM.in	zijn persoonlijkheid
ConanDoyle_SherlockHolmesDeAgraSchat	106	37	40	fm	sg	PER.misc	een geoefend opmerker
ConanDoyle_SherlockHolmesDeAgraSchat	107	5	7	n	sg	OBJ	een horloge, dat, het horloge, het uurwerk, het, het werk, de kast, het, het horloge, het horloge, het horloge, het horloge zelve, het horloge, dit oud horloge, dit horloge, deze horlogekast, een horloge van vijftig guinjes, een voorwerp van zulke groote waarde
ConanDoyle_SherlockHolmesDeAgraSchat	107	11	13	n	sg	PKM.in	mijn bezit
ConanDoyle_SherlockHolmesDeAgraSchat	108	9	21	n	sg	PKM.in	uw oordeel omtrent het karakter of de gewoonten van den laatsten eigenaar
ConanDoyle_SherlockHolmesDeAgraSchat	108	12	21	n	sg	PKM.in	het karakter of de gewoonten van den laatsten eigenaar
ConanDoyle_SherlockHolmesDeAgraSchat	108	18	21	fm	sg	MISC	den laatsten eigenaar
ConanDoyle_SherlockHolmesDeAgraSchat	109	25	27	n	sg	MISC	een les, dien
ConanDoyle_SherlockHolmesDeAgraSchat	110	6	8	n	sg	PKM.uit	zijn hand
ConanDoyle_SherlockHolmesDeAgraSchat	110	10	12	n	sg	OBJ	de wijzerplaat
ConanDoyle_SherlockHolmesDeAgraSchat	110	23	26	n	sg	PKM.uit	zijn bloote oog
ConanDoyle_SherlockHolmesDeAgraSchat	110	29	32	n	sg	OBJ	een sterke lens
ConanDoyle_SherlockHolmesDeAgraSchat	111	3	5	n	sg	PKM.in	mijn lach
ConanDoyle_SherlockHolmesDeAgraSchat	111	10	13	n	sg	PKM.uit	zijn teleurgesteld gelaat
ConanDoyle_SherlockHolmesDeAgraSchat	112	25	29	n	pl	MISC	de meeste denkbare daadzaken
ConanDoyle_SherlockHolmesDeAgraSchat	114	1	3	n	sg	PKM.uit	mijn hart
ConanDoyle_SherlockHolmesDeAgraSchat	114	9	11	n	sg	PKM.in	zijn onvermogen
ConanDoyle_SherlockHolmesDeAgraSchat	114	12	16	n	sg	PKM.in	een niet beduidende uitvlucht
ConanDoyle_SherlockHolmesDeAgraSchat	115	5	8	n	sg	OBJ	een onschoongemaakt horloge
ConanDoyle_SherlockHolmesDeAgraSchat	116	6	8	n	sg	PKM.in	mijn onderzoek
ConanDoyle_SherlockHolmesDeAgraSchat	117	2	3	n	sg	MISC	verbetering
ConanDoyle_SherlockHolmesDeAgraSchat	117	10	13	m	sg	PER.misc	uw oudsten broeder, die, hij, uw oudsten broeder, Hij, een man van zeer ongestadige en zorgelooze levenswijze, Hij, hij, zijn, hij, hij, een broeder, uw broeder, hij, uw broeder, hij, hij
ConanDoyle_SherlockHolmesDeAgraSchat	117	19	21	m	sg	PER.misc	uwen vader, Uw vader
ConanDoyle_SherlockHolmesDeAgraSchat	118	7	13	n	sg	OBJ	de H. W. op de kast
ConanDoyle_SherlockHolmesDeAgraSchat	118	11	13	n	sg	OBJ	de kast, der kast, der kast
ConanDoyle_SherlockHolmesDeAgraSchat	120	0	2	n	sg	OBJ	De W.
ConanDoyle_SherlockHolmesDeAgraSchat	120	3	6	n	sg	PKM.in	uw eigen naam
ConanDoyle_SherlockHolmesDeAgraSchat	121	0	5	n	sg	MISC	De datum van het horloge
ConanDoyle_SherlockHolmesDeAgraSchat	121	15	17	n	pl	MISC	de initialen
ConanDoyle_SherlockHolmesDeAgraSchat	122	0	1	n	pl	MISC	Kostbaarheden
ConanDoyle_SherlockHolmesDeAgraSchat	122	4	7	m	sg	PER.misc	den oudsten zoon
ConanDoyle_SherlockHolmesDeAgraSchat	122	13	15	n	sg	MISC	den regel
ConanDoyle_SherlockHolmesDeAgraSchat	122	15	20	n	sg	PKM.in	denzelfden naam als de vader
ConanDoyle_SherlockHolmesDeAgraSchat	122	18	20	m	sg	PER.misc	de vader
ConanDoyle_SherlockHolmesDeAgraSchat	126	6	11	n	sg	PKM.in	zeer ongestadige en zorgelooze levenswijze
ConanDoyle_SherlockHolmesDeAgraSchat	127	3	5	n	pl	MISC	goede vooruitzichten
ConanDoyle_SherlockHolmesDeAgraSchat	127	9	11	n	sg	PKM.in	zijn geluk
ConanDoyle_SherlockHolmesDeAgraSchat	127	17	18	n	sg	MISC	armoede
ConanDoyle_SherlockHolmesDeAgraSchat	127	20	24	n	sg	MISC	korte tusschenpoozen van voorspoed
ConanDoyle_SherlockHolmesDeAgraSchat	127	23	24	n	sg	MISC	voorspoed
ConanDoyle_SherlockHolmesDeAgraSchat	127	30	32	n	sg	OBJ	den drank
ConanDoyle_SherlockHolmesDeAgraSchat	129	3	5	n	sg	OBJ	mijn stoel, mijn stoel
ConanDoyle_SherlockHolmesDeAgraSchat	129	12	14	n	sg	LOC.punt	de kamer
ConanDoyle_SherlockHolmesDeAgraSchat	130	25	26	n	sg	MISC	zoo
ConanDoyle_SherlockHolmesDeAgraSchat	131	2	3	n	sg	MISC	onderzoek
ConanDoyle_SherlockHolmesDeAgraSchat	131	5	10	n	sg	MISC	de geschiedenis van mijn ongelukkigen, de geschiedenis
ConanDoyle_SherlockHolmesDeAgraSchat	131	8	10	n	pl	PKM.in	mijn ongelukkigen
ConanDoyle_SherlockHolmesDeAgraSchat	131	19	20	n	sg	MISC	wetenschap
ConanDoyle_SherlockHolmesDeAgraSchat	133	7	10	n	sg	MISC	de volle waarheid
ConanDoyle_SherlockHolmesDeAgraSchat	133	17	18	n	sg	PKM.in	charlatanisme
ConanDoyle_SherlockHolmesDeAgraSchat	134	15	17	n	sg	PKM.in	mijne verontschuldiging
ConanDoyle_SherlockHolmesDeAgraSchat	135	16	19	n	sg	MISC	de oplossing ervan
ConanDoyle_SherlockHolmesDeAgraSchat	136	4	7	n	sg	MISC	de heilige verzekering
ConanDoyle_SherlockHolmesDeAgraSchat	137	16	18	n	pl	MISC	deze feiten, Zij, ze, het
ConanDoyle_SherlockHolmesDeAgraSchat	144	0	1	n	sg	PKM.in	Dat, een dwaze gewoonte
ConanDoyle_SherlockHolmesDeAgraSchat	144	10	13	n	sg	MISC	het logisch verband
ConanDoyle_SherlockHolmesDeAgraSchat	145	11	13	n	sg	PKM.in	mijn gedachtengang
ConanDoyle_SherlockHolmesDeAgraSchat	145	16	18	n	pl	MISC	geringe omstandigheden, die
ConanDoyle_SherlockHolmesDeAgraSchat	145	21	24	n	pl	MISC	de grootste ophelderingen
ConanDoyle_SherlockHolmesDeAgraSchat	145	27	29	n	sg	PKM.uit	het hoofd
ConanDoyle_SherlockHolmesDeAgraSchat	147	1	2	fm	sg	PER.misc	gij, gij
ConanDoyle_SherlockHolmesDeAgraSchat	147	2	7	n	sg	OBJ	het benedengedeelten van deze horlogekast, zij, zij
ConanDoyle_SherlockHolmesDeAgraSchat	147	18	20	n	pl	MISC	twee plaatsen
ConanDoyle_SherlockHolmesDeAgraSchat	147	32	34	n	sg	PKM.in	de gewoonte, die
ConanDoyle_SherlockHolmesDeAgraSchat	147	40	42	n	sg	OBJ	denzelfden vestzak
ConanDoyle_SherlockHolmesDeAgraSchat	147	43	46	n	pl	OBJ	andere harde voorwerpen
ConanDoyle_SherlockHolmesDeAgraSchat	148	4	6	n	sg	PKM.in	zooveel vernuft
ConanDoyle_SherlockHolmesDeAgraSchat	148	8	10	n	sg	MISC	de gevolgtrekking
ConanDoyle_SherlockHolmesDeAgraSchat	148	14	15	m	sg	PER.misc	hij, die, een zorgeloos man
ConanDoyle_SherlockHolmesDeAgraSchat	148	23	25	n	pl	OBJ	vijftig guinjes, zulke groote waarde
ConanDoyle_SherlockHolmesDeAgraSchat	149	10	12	m	sg	PER.misc	een man, die
ConanDoyle_SherlockHolmesDeAgraSchat	150	7	9	n	sg	PKM.in	zijne redeneering
ConanDoyle_SherlockHolmesDeAgraSchat	151	4	5	fm	pl	PER.misc	pand-beleeners
ConanDoyle_SherlockHolmesDeAgraSchat	151	6	7	n	sg	LOC.land	Engeland, het vaderland, Engeland, Engeland, het vaderland, Engeland, Engeland
ConanDoyle_SherlockHolmesDeAgraSchat	151	10	15	n	sg	MISC	het nommer van het bewijs, zulke nommers
ConanDoyle_SherlockHolmesDeAgraSchat	151	13	15	n	sg	MISC	het bewijs
ConanDoyle_SherlockHolmesDeAgraSchat	151	16	18	n	sg	OBJ	een graveernaald
ConanDoyle_SherlockHolmesDeAgraSchat	151	19	23	n	sg	OBJ	de binnenzijde der kast, de binnenzijde der kast
ConanDoyle_SherlockHolmesDeAgraSchat	152	0	1	n	sg	MISC	Dit, een maatregel tegen het verloren gaan van het bewijs
ConanDoyle_SherlockHolmesDeAgraSchat	152	4	11	n	sg	MISC	tegen het verloren gaan van het bewijs
ConanDoyle_SherlockHolmesDeAgraSchat	152	9	11	n	sg	MISC	het bewijs
ConanDoyle_SherlockHolmesDeAgraSchat	153	9	11	n	sg	OBJ	mijn lens
ConanDoyle_SherlockHolmesDeAgraSchat	154	8	10	n	sg	OBJ	zwart zaad
ConanDoyle_SherlockHolmesDeAgraSchat	155	0	2	n	sg	MISC	Tweede gevolgtrekking
ConanDoyle_SherlockHolmesDeAgraSchat	155	17	19	n	sg	LOC.punt	het pand
ConanDoyle_SherlockHolmesDeAgraSchat	156	6	8	n	sg	OBJ	de binnenplaat, die plaat
ConanDoyle_SherlockHolmesDeAgraSchat	156	13	15	n	sg	MISC	het sleutelgat
ConanDoyle_SherlockHolmesDeAgraSchat	157	3	9	n	pl	MISC	de duizenden krassen rondom de opening, allen
ConanDoyle_SherlockHolmesDeAgraSchat	157	7	9	n	sg	MISC	de opening
ConanDoyle_SherlockHolmesDeAgraSchat	157	11	18	n	pl	MISC	teekenen van het uitglijden van den sleutel
ConanDoyle_SherlockHolmesDeAgraSchat	157	13	18	n	sg	MISC	het uitglijden van den sleutel
ConanDoyle_SherlockHolmesDeAgraSchat	157	16	18	n	sg	OBJ	den sleutel
ConanDoyle_SherlockHolmesDeAgraSchat	159	6	11	n	sg	OBJ	het horloge van een dronkaard, het
ConanDoyle_SherlockHolmesDeAgraSchat	159	9	11	m	sg	PER.misc	een dronkaard, Hij, zijn
ConanDoyle_SherlockHolmesDeAgraSchat	159	13	14	n	pl	MISC	krassen, deze sporen van zijn onvaste hand
ConanDoyle_SherlockHolmesDeAgraSchat	160	12	15	n	sg	PKM.uit	zijn onvaste hand
ConanDoyle_SherlockHolmesDeAgraSchat	161	3	8	n	sg	MISC	de mysterie van dit alles
ConanDoyle_SherlockHolmesDeAgraSchat	161	6	8	n	sg	MISC	dit alles
ConanDoyle_SherlockHolmesDeAgraSchat	162	16	18	n	sg	MISC	het onrecht, dat
ConanDoyle_SherlockHolmesDeAgraSchat	163	7	10	n	sg	PKM.in	uw wonderbaarlijk vermogen
ConanDoyle_SherlockHolmesDeAgraSchat	164	8	12	n	sg	MISC	een of ander onderzoek
ConanDoyle_SherlockHolmesDeAgraSchat	165	5	6	fm	sg	PER.misc	ik, Ik, u
ConanDoyle_SherlockHolmesDeAgraSchat	166	5	6	n	sg	MISC	hersen-inspanning
ConanDoyle_SherlockHolmesDeAgraSchat	167	3	5	n	sg	MISC	het leven
ConanDoyle_SherlockHolmesDeAgraSchat	168	2	4	n	sg	OBJ	het raam
ConanDoyle_SherlockHolmesDeAgraSchat	170	2	5	n	sg	OBJ	de gele mist
ConanDoyle_SherlockHolmesDeAgraSchat	170	6	8	n	sg	LOC.lijn	de straat
ConanDoyle_SherlockHolmesDeAgraSchat	170	11	14	n	pl	LOC.bc	de zwart-geblakerde huizen
ConanDoyle_SherlockHolmesDeAgraSchat	173	0	1	n	sg	MISC	Misdaad, iets algemeens, dit
ConanDoyle_SherlockHolmesDeAgraSchat	173	14	16	n	pl	PKM.in	algemeene eigenschappen
ConanDoyle_SherlockHolmesDeAgraSchat	174	2	4	n	sg	PKM.uit	mijn mond
ConanDoyle_SherlockHolmesDeAgraSchat	174	8	10	n	sg	MISC	deze ontboezeming
ConanDoyle_SherlockHolmesDeAgraSchat	174	17	19	n	sg	OBJ	de deur
ConanDoyle_SherlockHolmesDeAgraSchat	174	22	23	m	pl	PER.misc	onze, Hij en ik, Gij, ons, Wij, onze, ons beiden, onze, onze, wij, ons, wij, ons, deze twee heeren, mijne vrienden, ons, uwer metgezellen, ons, uw, mijne heeren, deze heeren, vrienden, getuigen
ConanDoyle_SherlockHolmesDeAgraSchat	174	22	24	f	sg	PER.fic	onze hospita, zij, zij, zich, Mrs. Hudson
ConanDoyle_SherlockHolmesDeAgraSchat	174	28	34	n	sg	OBJ	een visitekaart op het koperen blad
ConanDoyle_SherlockHolmesDeAgraSchat	174	31	34	n	sg	OBJ	het koperen blad
ConanDoyle_SherlockHolmesDeAgraSchat	175	1	4	f	sg	PER.fic	Een jonge dame, Miss Mary Morstan, dien, de jonge dame, Miss Morstan, Zij, een blonde jonge dame, haar, Haar, hare, hare, zij, zich, haar, hare, hare, zij, Ik, u, zij, mijne, mijne, Ik, mij, ik, mij, uw, de jonge dame, hare, zij, mij, zij, Mijn, mij, ik, een kind, Mijne, ik, Ik, ik, mijn, mijn, mij, mij, mij, Ik, mij, ik, ik, Ik, ik, ik, mijn, zijn, ik, Miss Mary Morstan, haar, zich, Ik, gouvernante, ik, mijn, mij, Zij, Uw, u, ik, ik, u, u, gij, Gij, een slecht behandeld meisje, u, gij, Uw, gij, Miss Morstan, ik, gij, Uw, zij, haar, u, zij, ik, ik, mij, ik, ik, Ik, mij, zij, zij, Gij, een model-cliënt, u, Miss Morstan, uwen, u, onze bezoekster, zei, haar, haren, haar, haar, een aantrekkelijke vrouw, zij, onze laatste bezoekster, haren, hare, haar, zij, haar, zij, Zij, eene eenheid, een factor, haar, een man, haar, de dochter van kapitein Morstan, haar, een slecht behandeld meisje, haren, haar, haar, Miss Morstan, Miss Morstan, haar, Zij, meer dan vrouw, zich, zij, haar, mijn, zij, Ik, ik, ik, Miss Morstan, Miss Morstan, Miss Morstan, zij, Miss Morstan, Ik, Miss Morstan, mijne, zij, Miss, u, uw, uwer, ik, mijn, zij, Miss Morstan's, haar, Uw, Miss Morstan, Miss, Gij, Miss Morstan, Miss Morstan, uw, Miss Morstan, Miss Morstan, zich, haar, hare, Ik, mijn, zij, u, ik, Miss Morstan, gij, u, Gij, gij, mij, Miss Morstan, ik, gij, mij, ik, u, Morstan's arme weeze, haar, haar, haar, haar, haar, u
ConanDoyle_SherlockHolmesDeAgraSchat	177	6	8	n	sg	PKM.in	dien naam
ConanDoyle_SherlockHolmesDeAgraSchat	182	0	5	n	sg	PKM.in	De beschrijving van het geval, Uw verhaal
ConanDoyle_SherlockHolmesDeAgraSchat	182	3	5	n	sg	MISC	het geval, een meer vreemdsoortigen en onverklaarbaren toestand, dien, waarin, uw geval, het geval, deze aangelegenheid, de zaak, deze zaak, haar
ConanDoyle_SherlockHolmesDeAgraSchat	183	9	11	n	sg	MISC	het vertrek, het vertrek
ConanDoyle_SherlockHolmesDeAgraSchat	185	2	4	n	sg	OBJ	haar gewaad, het, Het
ConanDoyle_SherlockHolmesDeAgraSchat	185	8	12	n	sg	PKM.in	elke gedachte aan weelde
ConanDoyle_SherlockHolmesDeAgraSchat	185	11	12	n	sg	PKM.in	weelde
ConanDoyle_SherlockHolmesDeAgraSchat	185	17	19	n	pl	MISC	beperkte middelen
ConanDoyle_SherlockHolmesDeAgraSchat	186	3	7	n	sg	OBJ	een kleed van donker-grijze
ConanDoyle_SherlockHolmesDeAgraSchat	186	6	7	n	sg	MISC	donker-grijze
ConanDoyle_SherlockHolmesDeAgraSchat	186	7	8	n	sg	MISC	beige
ConanDoyle_SherlockHolmesDeAgraSchat	186	15	21	n	sg	OBJ	een klein hoedje van dezelfde kleur, die, haar grijs hoedje met de witte veder
ConanDoyle_SherlockHolmesDeAgraSchat	186	19	21	n	sg	MISC	dezelfde kleur
ConanDoyle_SherlockHolmesDeAgraSchat	186	27	30	n	sg	OBJ	een witte veder, de witte veder
ConanDoyle_SherlockHolmesDeAgraSchat	187	0	2	n	sg	PKM.uit	Haar gelaat, haar zacht gelaat, haar gelaat
ConanDoyle_SherlockHolmesDeAgraSchat	187	20	24	n	pl	PKM.uit	hare groote blauwe oogen
ConanDoyle_SherlockHolmesDeAgraSchat	188	5	7	f	pl	PER.misc	de vrouwen, die
ConanDoyle_SherlockHolmesDeAgraSchat	188	11	14	n	pl	LOC.regio	drie verschillende werelddeelen
ConanDoyle_SherlockHolmesDeAgraSchat	188	21	23	n	sg	PKM.uit	een gelaat, dat
ConanDoyle_SherlockHolmesDeAgraSchat	188	27	32	n	sg	PKM.in	een beschaafd en gevoelig karakter
ConanDoyle_SherlockHolmesDeAgraSchat	189	10	12	n	sg	OBJ	den stoel, dien
ConanDoyle_SherlockHolmesDeAgraSchat	189	20	22	n	pl	PKM.uit	hare lippen, hare lippen
ConanDoyle_SherlockHolmesDeAgraSchat	189	24	26	n	sg	PKM.uit	hare hand
ConanDoyle_SherlockHolmesDeAgraSchat	189	33	35	n	sg	PKM.in	innerlijke opgewondenheid
ConanDoyle_SherlockHolmesDeAgraSchat	190	18	20	f	sg	PER.fic	mijne meesteres, Mrs. Cecil Forrester, harer, Zij, Mrs. Cecil Forrester, haar, Zij, Mrs. Cecil Forrester, haar
ConanDoyle_SherlockHolmesDeAgraSchat	190	29	32	n	sg	MISC	eene kleine aangelegenheid, een kleinen dienst, Het, een hoogst eenvoudig geval, het
ConanDoyle_SherlockHolmesDeAgraSchat	190	33	39	fm	sg	PER.misc	een harer dienstboden in het reine
ConanDoyle_SherlockHolmesDeAgraSchat	190	34	39	fm	pl	PER.misc	harer dienstboden in het reine
ConanDoyle_SherlockHolmesDeAgraSchat	190	37	39	n	sg	MISC	het reine
ConanDoyle_SherlockHolmesDeAgraSchat	191	6	10	n	sg	PKM.in	uwe dienstvaardigheid en bekwaamheid
ConanDoyle_SherlockHolmesDeAgraSchat	197	2	4	n	pl	PKM.uit	zijne handen
ConanDoyle_SherlockHolmesDeAgraSchat	198	4	6	n	sg	OBJ	zijn stoel
ConanDoyle_SherlockHolmesDeAgraSchat	198	7	18	n	sg	PKM.in	eene uitdrukking van buitengewone aandacht op zijne scherpe , havik-achtige trekken
ConanDoyle_SherlockHolmesDeAgraSchat	198	10	18	n	sg	PKM.in	buitengewone aandacht op zijne scherpe , havik-achtige trekken
ConanDoyle_SherlockHolmesDeAgraSchat	198	13	18	n	pl	PKM.in	zijne scherpe , havik-achtige trekken
ConanDoyle_SherlockHolmesDeAgraSchat	200	3	5	n	sg	PKM.in	mijn toestand
ConanDoyle_SherlockHolmesDeAgraSchat	202	1	3	n	sg	PKM.in	mijne verwondering
ConanDoyle_SherlockHolmesDeAgraSchat	202	7	11	n	sg	PKM.uit	hare net gehandschoende hand, haar hand
ConanDoyle_SherlockHolmesDeAgraSchat	203	22	25	n	sg	MISC	een onschatbaren dienst
ConanDoyle_SherlockHolmesDeAgraSchat	205	5	7	n	pl	MISC	de feiten
ConanDoyle_SherlockHolmesDeAgraSchat	206	1	3	m	sg	PER.misc	Mijn vader, officier in Indischen dienst, die, mijn vader, die, de oudste kapitein bij zijn regiment, zijn, Hij, hij, hij, zijn, zijn, kapitein Morstan, hij, hem, mijn ongelukkigen vader, Hij, Hij, Zijn, Hij, hij, zijn, den dienst, zijn mede-officier, uwen vader, haar vaders, Kapitein Morstan, hij, hij, kapitein Morstan, haren vader, hij, haar vader, mijn papa, zijne, papa, papa's, zijn, uw vader, zijn, hij, hij, kapitein Morstan, hij, een vriend van onzen vader, hem, Arthur Morstan, Morstan's, Morstan
ConanDoyle_SherlockHolmesDeAgraSchat	207	0	2	f	sg	PER.misc	Mijne moeder
ConanDoyle_SherlockHolmesDeAgraSchat	208	4	9	n	sg	LOC.punt	een net opvoedingsgesticht te Edinburgh, waar
ConanDoyle_SherlockHolmesDeAgraSchat	208	8	9	n	sg	LOC.bc	Edinburgh
ConanDoyle_SherlockHolmesDeAgraSchat	209	14	16	n	sg	ORG.gov	zijn regiment, zijn eigen regiment, het 34e Bombay-Infanterie, het 34e regiment Bombay-Infanterie
ConanDoyle_SherlockHolmesDeAgraSchat	210	4	5	n	sg	LOC.bc	Londen, Londen, Londen, Londen, Londen, de groote stad, Londen
ConanDoyle_SherlockHolmesDeAgraSchat	210	25	28	n	sg	LOC.punt	het Langham Hôtel, zijn adres, het hôtel
ConanDoyle_SherlockHolmesDeAgraSchat	211	4	6	n	sg	PKM.in	zijn bericht
ConanDoyle_SherlockHolmesDeAgraSchat	212	9	10	n	sg	LOC.bc	Langham, de stad
ConanDoyle_SherlockHolmesDeAgraSchat	214	8	10	fm	sg	PER.misc	den hôtelhouder
ConanDoyle_SherlockHolmesDeAgraSchat	214	11	13	n	sg	ORG.gov	de politie
ConanDoyle_SherlockHolmesDeAgraSchat	214	21	22	fm	pl	PER.misc	wij, Onze
ConanDoyle_SherlockHolmesDeAgraSchat	215	0	2	n	pl	PKM.in	Onze onderzoekingen
ConanDoyle_SherlockHolmesDeAgraSchat	215	12	14	n	sg	MISC	dien dag
ConanDoyle_SherlockHolmesDeAgraSchat	215	21	27	n	sg	PKM.in	een woord van mijn ongelukkigen vader
ConanDoyle_SherlockHolmesDeAgraSchat	216	6	12	n	sg	PKM.in	een hart vol hoop en liefde
ConanDoyle_SherlockHolmesDeAgraSchat	216	15	20	n	sg	PKM.in	eenige rust en vaderlijk genoegen, daarvan
ConanDoyle_SherlockHolmesDeAgraSchat	217	0	1	f	sg	PER.misc	Zij, haar, hare
ConanDoyle_SherlockHolmesDeAgraSchat	217	5	7	n	sg	PKM.uit	hare keel
ConanDoyle_SherlockHolmesDeAgraSchat	217	9	12	n	sg	MISC	een korte snik
ConanDoyle_SherlockHolmesDeAgraSchat	217	13	15	n	sg	MISC	den volzin
ConanDoyle_SherlockHolmesDeAgraSchat	220	1	3	n	sg	OBJ	Zijn bagage, Er
ConanDoyle_SherlockHolmesDeAgraSchat	222	12	14	n	pl	OBJ	wat kleêren
ConanDoyle_SherlockHolmesDeAgraSchat	222	15	17	n	pl	OBJ	eenige boeken
ConanDoyle_SherlockHolmesDeAgraSchat	222	18	25	n	pl	MISC	een groot aantal curiositeiten van de Andaman-eilanden
ConanDoyle_SherlockHolmesDeAgraSchat	222	23	25	n	pl	LOC.land	de Andaman-eilanden, de Andaman-eilanden
ConanDoyle_SherlockHolmesDeAgraSchat	223	2	5	fm	sg	PER.misc	een der officieren, die
ConanDoyle_SherlockHolmesDeAgraSchat	223	8	14	n	sg	MISC	de bewaking der daar verbannen misdadigers
ConanDoyle_SherlockHolmesDeAgraSchat	223	10	14	fm	pl	PER.misc	der daar verbannen misdadigers
ConanDoyle_SherlockHolmesDeAgraSchat	224	3	10	m	sg	PER.fic	een of ander vriend in de stad, Majoor Sholto, De Majoor, hem, hem, Majoor Sholto van Upper Norwood, oud-gediende van het 34e regiment Bombay-Infanterie, De eenige persoon in Londen, dien, Majoor Sholto, Majoor Sholto, Sholto, zijn, Sholto's, Sholto's, Majoor Sholto, een bizonder vriend van mijn papa, den Majoor, Hij, Mijn vader, Majoor John Sholto, Hij, zijn, zich, Hij, hij, zich, zijn, onzen vader, zijne, hij, hij, zijn, hem, onzen vader, Hij, hij, Onze vader, hem, hij, hij, zijn, mijn vader, mijn vader, hij, Hij, hij, hij, zijn, hij, hij, Hij, hij, hij, hij, zijn, hij, hij, Hij, hij, zijn, zijn, Ik, hij, mij, mijne, mijn, mijn, ik, mij, mij, ik, mijn, ik, ik, Ik, hij
ConanDoyle_SherlockHolmesDeAgraSchat	225	1	2	n	sg	MISC	Zoover
ConanDoyle_SherlockHolmesDeAgraSchat	225	2	3	fm	pl	PER.misc	wij, Wij
ConanDoyle_SherlockHolmesDeAgraSchat	226	13	15	n	sg	LOC.bc	Upper Norwood, Upper Norwood, Upper Norwood
ConanDoyle_SherlockHolmesDeAgraSchat	228	1	4	n	sg	MISC	Een vreemdsoortig geval
ConanDoyle_SherlockHolmesDeAgraSchat	229	1	3	n	sg	MISC	Het vreemdsoortige
ConanDoyle_SherlockHolmesDeAgraSchat	230	14	18	n	sg	MISC	den 4en Mei 1882, dat tijdstip, dienzelfden dag, dien dag, denzelfden datum
ConanDoyle_SherlockHolmesDeAgraSchat	230	22	29	n	sg	MISC	"een advertentie in de "" =Times= "", waarin, advertentie"
ConanDoyle_SherlockHolmesDeAgraSchat	230	25	29	n	sg	ORG.com	"de "" =Times= "", de "" Times """
ConanDoyle_SherlockHolmesDeAgraSchat	230	34	40	n	sg	LOC.punt	het adres van Miss Mary Morstan, mijn adres
ConanDoyle_SherlockHolmesDeAgraSchat	230	42	44	n	sg	PKM.in	de verklaring
ConanDoyle_SherlockHolmesDeAgraSchat	230	47	49	n	sg	PKM.in	haar belang
ConanDoyle_SherlockHolmesDeAgraSchat	232	7	13	fm	sg	PER.fic	het gezin van Mrs. Cecil Forrester
ConanDoyle_SherlockHolmesDeAgraSchat	233	1	3	n	sg	PKM.in	haar raad
ConanDoyle_SherlockHolmesDeAgraSchat	234	7	9	n	pl	OBJ	de post
ConanDoyle_SherlockHolmesDeAgraSchat	234	9	15	n	sg	OBJ	een aan mij geadresseerd kartonnen doosje, zich
ConanDoyle_SherlockHolmesDeAgraSchat	234	19	25	n	sg	OBJ	een zeer groote , schitterende parel, een zelfde parel, een kostbaar geschenk, dat
ConanDoyle_SherlockHolmesDeAgraSchat	236	10	13	n	sg	OBJ	een gelijksoortige doos, die
ConanDoyle_SherlockHolmesDeAgraSchat	236	21	26	n	sg	MISC	eenige aanwijzing omtrent den afzender
ConanDoyle_SherlockHolmesDeAgraSchat	236	24	26	fm	sg	PER.misc	den afzender, den besteller, Een zonderling man, Uw onbekende vriend, Uw briefschrijver, dezen knaap, Een man van zaken en tamelijk vast van karakter, zijn, zijne, zijne, een onbekende
ConanDoyle_SherlockHolmesDeAgraSchat	237	0	1	fm	pl	PER.misc	Zij, zij, zij, zes der prachtigste paarlen, die, de paarlen, paarlen, de geschenken, paarlen
