filename	sentno	begin	end	gender	number	mentions
Nescio_DeUitvreter	168	8	10	n	sg	zijn hoofd
Nescio_DeUitvreter	169	11	15	n	pl	"de "" spieën """
Nescio_DeUitvreter	169	23	25	fm	pl	De stakkers
Nescio_DeUitvreter	170	0	1	n	sg	Papier
Nescio_DeUitvreter	171	0	1	n	sg	Goud
Nescio_DeUitvreter	171	5	6	n	sg	zilver
Nescio_DeUitvreter	171	17	19	n	sg	de rest
Nescio_DeUitvreter	172	8	10	m	sg	een heer, die, zich
Nescio_DeUitvreter	174	0	2	m	sg	Zoo'n kerel, die, zich, zijn, zijn, die, zijn, zijn, ie, die, zijn, Zoo'n kerel, die, ie, zich, die, zich, zich, ik, ik, Een kerel, die, ie, hij
Nescio_DeUitvreter	174	12	14	n	pl	zijn kleeren
Nescio_DeUitvreter	174	15	17	n	sg	zijn lijf
Nescio_DeUitvreter	174	21	25	n	sg	den natten zouten wind
Nescio_DeUitvreter	174	27	29	n	pl	zijn lippen
Nescio_DeUitvreter	174	31	33	n	sg	zijn tong
Nescio_DeUitvreter	174	35	37	n	sg	dien zeesmaak
Nescio_DeUitvreter	174	48	50	n	pl	zijn handen
Nescio_DeUitvreter	174	54	56	n	sg	de zee
Nescio_DeUitvreter	175	16	18	n	sg	Gods hemel
Nescio_DeUitvreter	175	19	21	n	sg	Gods aarde
Nescio_DeUitvreter	175	27	29	fm	pl	de menschen, zich, ze
Nescio_DeUitvreter	175	52	54	n	sg	't water
Nescio_DeUitvreter	175	55	57	n	sg	de lucht
Nescio_DeUitvreter	175	58	60	n	pl	de wolken
Nescio_DeUitvreter	175	61	63	n	sg	't veld
Nescio_DeUitvreter	176	9	11	n	sg	dure jenever
Nescio_DeUitvreter	176	18	19	n	sg	Nederland
Nescio_DeUitvreter	176	47	49	n	pl	droge fijntjes
Nescio_DeUitvreter	176	58	60	n	sg	't veld
Nescio_DeUitvreter	176	61	64	n	sg	zoo'n brokkie brood
Nescio_DeUitvreter	177	10	12	n	sg	't gras
Nescio_DeUitvreter	177	17	19	n	sg	een stoel
Nescio_DeUitvreter	178	2	3	fm	pl	ze
Nescio_DeUitvreter	178	8	11	n	sg	een tweede stoel, er
Nescio_DeUitvreter	178	14	16	n	sg	een borreltje
Nescio_DeUitvreter	178	24	26	n	sg	de hand
Nescio_DeUitvreter	179	5	7	n	sg	den gang
Nescio_DeUitvreter	180	6	8	n	sg	een woord
Nescio_DeUitvreter	181	18	19	fm	sg	je, je, je, een stakker, Je, Je, jij, je, jou
Nescio_DeUitvreter	184	4	6	n	pl	de dingen, ze, ze
Nescio_DeUitvreter	185	1	3	fm	pl	de lui, die
Nescio_DeUitvreter	186	1	3	n	pl	de dingen
Nescio_DeUitvreter	186	6	8	n	sg	je werk
Nescio_DeUitvreter	187	2	4	n	sg	mijn tijd
Nescio_DeUitvreter	187	17	19	n	sg	die verfboel
Nescio_DeUitvreter	189	17	18	fm	sg	je, je, je
Nescio_DeUitvreter	189	21	22	fm	pl	we
Nescio_DeUitvreter	191	11	15	n	sg	die rare blauwe kleur
Nescio_DeUitvreter	192	2	3	n	sg	goud
Nescio_DeUitvreter	197	5	9	n	sg	"de "" vullis """
Nescio_DeUitvreter	198	1	3	n	sg	dat vak
Nescio_DeUitvreter	199	3	5	n	sg	de belt
Nescio_DeUitvreter	200	4	5	n	sg	alles
Nescio_DeUitvreter	200	6	8	n	sg	bijna alles
Nescio_DeUitvreter	201	5	9	n	sg	een klein beetje geld, dat
Nescio_DeUitvreter	202	11	13	fm	pl	de heeren, ze, ze, ze
Nescio_DeUitvreter	202	14	15	fm	pl	kapitalisten
Nescio_DeUitvreter	202	18	20	n	sg	een bui
Nescio_DeUitvreter	202	31	32	n	sg	Brussel, Brussel
Nescio_DeUitvreter	202	34	35	n	sg	Parijs, Parijs, Parijs, Parijs
Nescio_DeUitvreter	202	37	38	n	sg	Luxemburg
Nescio_DeUitvreter	202	44	45	n	sg	Normandië
Nescio_DeUitvreter	203	3	6	n	sg	een klein beltje
Nescio_DeUitvreter	203	8	16	n	sg	"een "" jonki van den grooten belt """
Nescio_DeUitvreter	204	1	2	n	sg	Frankrijk
Nescio_DeUitvreter	204	3	4	n	sg	België
Nescio_DeUitvreter	204	6	10	fm	pl	de menschen op straat
Nescio_DeUitvreter	204	9	10	m	sg	straat
Nescio_DeUitvreter	204	14	16	n	pl	de huizen
Nescio_DeUitvreter	206	4	12	n	sg	de kunst Bavink in 't leven te houden
Nescio_DeUitvreter	207	0	2	n	sg	Z'n conversatie
Nescio_DeUitvreter	208	1	3	n	sg	een geheugen, dat
Nescio_DeUitvreter	208	6	7	n	sg	landschap
Nescio_DeUitvreter	208	9	11	n	sg	't wonderbaarlijke
Nescio_DeUitvreter	209	1	7	n	sg	de spoorlijn van Middelburg naar Amsterdam
Nescio_DeUitvreter	209	11	13	n	sg	elk veld
Nescio_DeUitvreter	209	14	16	n	sg	elke sloot
Nescio_DeUitvreter	209	17	19	n	sg	elk huis
Nescio_DeUitvreter	209	20	22	n	sg	elke laan
Nescio_DeUitvreter	209	23	25	n	sg	elke boomgroep
Nescio_DeUitvreter	209	26	31	n	sg	elk riggeltje hei in Brabant
Nescio_DeUitvreter	209	30	31	n	sg	Brabant
Nescio_DeUitvreter	209	32	37	n	sg	elken wissel van 't spoor
Nescio_DeUitvreter	209	35	37	n	sg	't spoor
Nescio_DeUitvreter	210	4	5	n	sg	donker
Nescio_DeUitvreter	210	16	18	n	sg	de bank
Nescio_DeUitvreter	210	31	32	fm	pl	we
Nescio_DeUitvreter	210	52	57	n	sg	den klank van 't rijden
Nescio_DeUitvreter	210	66	67	fm	pl	we
Nescio_DeUitvreter	210	68	69	n	sg	Etten-Leur
Nescio_DeUitvreter	212	11	18	n	sg	de schaduw van die en die boomen
Nescio_DeUitvreter	212	19	20	n	sg	Zalt-Bommel
Nescio_DeUitvreter	212	21	25	n	sg	die en die laan
Nescio_DeUitvreter	212	27	29	n	pl	welke schepen
Nescio_DeUitvreter	212	33	34	n	sg	Kuilenburg
Nescio_DeUitvreter	212	36	38	n	sg	de Lek
Nescio_DeUitvreter	212	44	46	n	sg	de spoorbrug
Nescio_DeUitvreter	213	6	8	n	sg	't raampje
Nescio_DeUitvreter	215	3	4	n	sg	iets, dat
Nescio_DeUitvreter	216	7	9	n	sg	die boom
Nescio_DeUitvreter	216	21	22	n	pl	appeltjes, die
Nescio_DeUitvreter	217	11	16	n	sg	de kruin van dien boom
Nescio_DeUitvreter	217	14	16	n	sg	dien boom
Nescio_DeUitvreter	217	32	33	fm	pl	we, we
Nescio_DeUitvreter	219	3	4	fm	pl	ze
Nescio_DeUitvreter	219	16	18	n	sg	mijn kamer
Nescio_DeUitvreter	219	20	23	n	sg	de eene sigaar
Nescio_DeUitvreter	219	24	26	n	pl	de andere
Nescio_DeUitvreter	219	32	34	n	sg	mijn tafel, mijn tafel, mijn tafel
Nescio_DeUitvreter	219	36	38	n	pl	mijn sigaren, een van mijn sigaren
Nescio_DeUitvreter	220	2	4	n	sg	dien avond
Nescio_DeUitvreter	220	5	8	m	sg	den langen Hoyer, die, z'n, Hij, Hoyertje, Hoyertje, Hoyer, Hoyer, je, Hoyer, je, ik, Hoyer, Hoyer, Hoyer, Hoyer, Hoyer, Hoyer, Hoyer, die, Hoyer, Hoyer, ie, hem, Die Hoyer, Hoyer, Hoyer, een ruwe vent, Die kerel, die, ie, Hoyer, ie, Hoyer, Hoyer, zich, de lange Hoyer, 'm, Hoyer, dien, ie, ie, Hoyer, Hoyer, ik, Hoyer
Nescio_DeUitvreter	220	26	28	n	sg	z'n werk
Nescio_DeUitvreter	220	30	32	fm	pl	de meiden
Nescio_DeUitvreter	220	34	36	n	sg	een stroohoed
Nescio_DeUitvreter	220	39	40	n	sg	November, November
Nescio_DeUitvreter	220	42	45	n	sg	een zalmkleurige jas
Nescio_DeUitvreter	221	8	11	f	sg	een jonge dame
Nescio_DeUitvreter	221	12	14	n	sg	een huurkoetsier
Nescio_DeUitvreter	221	4	19	n	sg	een onbegrijpelijk verhaal van een jonge dame en een huurkoetsier en een mandje met paling
Nescio_DeUitvreter	221	15	19	n	sg	een mandje met paling
Nescio_DeUitvreter	221	18	19	n	sg	paling
Nescio_DeUitvreter	221	21	22	fm	pl	we
Nescio_DeUitvreter	221	25	26	n	sg	gestommel
Nescio_DeUitvreter	222	3	5	n	sg	een volksbuurt
Nescio_DeUitvreter	222	15	17	n	sg	de straatdeur
Nescio_DeUitvreter	225	8	10	n	sg	een ophakker
Nescio_DeUitvreter	227	1	2	fm	sg	jij, Koekebakker, je, Koekebakker, Oome Koekebakker
Nescio_DeUitvreter	229	0	6	n	sg	Een lucht van zoutwater en gras
Nescio_DeUitvreter	229	7	8	fm	pl	ze
Nescio_DeUitvreter	230	14	16	n	sg	mijn zolder
Nescio_DeUitvreter	231	2	3	n	sg	mijnheer
Nescio_DeUitvreter	231	12	14	n	sg	de deur
Nescio_DeUitvreter	231	15	16	fm	sg	je
Nescio_DeUitvreter	232	15	16	fm	sg	je
Nescio_DeUitvreter	234	16	19	n	sg	de eenige stoel, die
Nescio_DeUitvreter	234	25	27	n	sg	dat kistje
Nescio_DeUitvreter	235	2	5	n	sg	een schavotkleurige matrozenkist
Nescio_DeUitvreter	235	9	13	n	sg	een schoon hemd in
Nescio_DeUitvreter	235	14	19	n	pl	de brieven van mijn zuster
Nescio_DeUitvreter	235	17	19	f	sg	mijn zuster
Nescio_DeUitvreter	237	2	3	fm	pl	wij, Japi en ik
Nescio_DeUitvreter	237	3	5	n	sg	de kist
Nescio_DeUitvreter	237	16	19	n	sg	een leeg stijfselkistje
Nescio_DeUitvreter	237	21	22	n	sg	Hoffmann
Nescio_DeUitvreter	237	23	25	n	sg	een kat
Nescio_DeUitvreter	237	31	32	n	sg	aard
Nescio_DeUitvreter	240	2	3	fm	sg	je
Nescio_DeUitvreter	242	3	4	fm	sg	je
Nescio_DeUitvreter	243	5	10	n	sg	Le Lys dans la Vallée, Le Lys dans la Vallée, Le Lys dans la Vallée
Nescio_DeUitvreter	243	12	13	m	sg	Balzac, Balzac, die oue heer
Nescio_DeUitvreter	250	4	7	n	sg	een mooie jas
Nescio_DeUitvreter	252	3	4	m	sg	kerel
Nescio_DeUitvreter	257	3	5	n	sg	het verhaal
Nescio_DeUitvreter	257	7	10	n	sg	begeleiding van Japi
Nescio_DeUitvreter	258	5	7	n	sg	die hand
Nescio_DeUitvreter	261	0	2	n	sg	Kamper Middelburgers
Nescio_DeUitvreter	261	4	5	n	sg	Bessem
Nescio_DeUitvreter	261	6	11	n	sg	Hoogenkamp van de Lange Delft
Nescio_DeUitvreter	263	10	12	n	sg	m'n hok
Nescio_DeUitvreter	265	6	8	n	sg	den muur
Nescio_DeUitvreter	266	3	4	m	sg	Breitner
Nescio_DeUitvreter	268	3	4	fm	pl	we
Nescio_DeUitvreter	270	2	5	m	sg	mijn vriend Mauve
Nescio_DeUitvreter	271	5	6	fm	pl	ons
Nescio_DeUitvreter	271	5	7	n	sg	ons stadhuis
Nescio_DeUitvreter	272	2	9	n	sg	een schetsje van 't raadhuis in Veere
Nescio_DeUitvreter	272	5	9	n	sg	't raadhuis in Veere
Nescio_DeUitvreter	273	14	15	n	sg	kennis
Nescio_DeUitvreter	273	21	23	n	sg	een baantje
Nescio_DeUitvreter	273	27	31	n	sg	een dingetje van jou
Nescio_DeUitvreter	278	4	12	n	sg	de gramophoon van den diamantslijper aan den overkant
Nescio_DeUitvreter	278	7	12	fm	sg	den diamantslijper aan den overkant, De diamantslijper
Nescio_DeUitvreter	280	1	2	fm	pl	wij, we
Nescio_DeUitvreter	280	3	5	n	sg	't applaudisseeren, z'n
Nescio_DeUitvreter	281	1	3	fm	pl	z'n vieren
Nescio_DeUitvreter	281	6	9	n	sg	't open raam
Nescio_DeUitvreter	282	4	6	n	pl	de waranda's
Nescio_DeUitvreter	282	6	7	n	pl	deuren
Nescio_DeUitvreter	282	9	11	fm	pl	de menschen
Nescio_DeUitvreter	283	4	6	fm	sg	een kind
Nescio_DeUitvreter	283	10	12	n	sg	een hond
Nescio_DeUitvreter	283	17	20	n	sg	't heele blok
Nescio_DeUitvreter	285	0	5	f	sg	Een juffrouw aan den overkant
Nescio_DeUitvreter	286	0	3	f	sg	Een klein meisje
Nescio_DeUitvreter	287	1	2	n	sg	Papus
Nescio_DeUitvreter	287	5	6	n	sg	Zeppelin
Nescio_DeUitvreter	288	0	2	m	sg	Een jongetje
Nescio_DeUitvreter	288	4	6	n	sg	een mondharmonica
Nescio_DeUitvreter	289	1	2	fm	pl	We, wij, ons, Wij
Nescio_DeUitvreter	289	3	5	n	sg	de straat
Nescio_DeUitvreter	290	4	6	n	pl	de trappen
Nescio_DeUitvreter	294	7	8	n	sg	straat
Nescio_DeUitvreter	296	5	7	n	sg	dienzelfden avond
Nescio_DeUitvreter	296	9	11	n	sg	zijn kwaliteit
Nescio_DeUitvreter	297	2	4	n	sg	een theorie
Nescio_DeUitvreter	297	5	6	n	sg	bier, er
Nescio_DeUitvreter	298	4	7	n	pl	zeer aanzienlijke hoeveelheden
Nescio_DeUitvreter	299	43	45	m	sg	de kelner, een verdomd goeie kerel, de kelner
Nescio_DeUitvreter	300	3	5	n	sg	negentien cent
Nescio_DeUitvreter	301	3	5	n	sg	't geval
Nescio_DeUitvreter	301	21	22	fm	pl	we, z'n
Nescio_DeUitvreter	301	23	25	fm	pl	z'n drieën, z'n drieën, ze, ze, hun, z' drieën, ze
Nescio_DeUitvreter	301	26	28	n	sg	't Frederiksplein
Nescio_DeUitvreter	302	0	2	n	pl	Die centen, ze
Nescio_DeUitvreter	303	11	16	n	sg	den rand van mijn ledekant
Nescio_DeUitvreter	303	14	16	n	sg	mijn ledekant
Nescio_DeUitvreter	303	18	20	n	pl	zijn beenen
Nescio_DeUitvreter	307	16	18	n	sg	't weer
Nescio_DeUitvreter	310	0	2	n	sg	Het water
Nescio_DeUitvreter	310	6	8	n	pl	mijn ruiten
Nescio_DeUitvreter	313	5	7	n	sg	m'n demi
Nescio_DeUitvreter	313	10	12	m	sg	Oome Jan, Oome Jan
Nescio_DeUitvreter	314	0	2	n	sg	Een winterjas
Nescio_DeUitvreter	315	0	2	n	sg	Die vorst
Nescio_DeUitvreter	315	7	8	n	sg	armoede
Nescio_DeUitvreter	316	4	6	n	pl	dergelijke omstandigheden
Nescio_DeUitvreter	317	6	8	n	sg	de aardigheid
Nescio_DeUitvreter	317	18	20	n	sg	den weg
Nescio_DeUitvreter	318	8	10	n	sg	zijn kachel
Nescio_DeUitvreter	319	7	15	n	sg	't kletteren van den regen op 't dak
Nescio_DeUitvreter	319	10	15	n	sg	den regen op 't dak
Nescio_DeUitvreter	319	13	15	n	sg	't dak
Nescio_DeUitvreter	320	3	5	n	sg	mijn brood
Nescio_DeUitvreter	320	6	9	n	pl	twee dikke pillen
Nescio_DeUitvreter	320	10	13	n	sg	mijn laatste bordje
Nescio_DeUitvreter	321	3	5	n	pl	de centen
Nescio_DeUitvreter	321	6	9	n	pl	vier blauwe papiertjes
Nescio_DeUitvreter	321	10	12	n	pl	twee rijksdaalders
Nescio_DeUitvreter	321	13	15	n	pl	drie guldens
Nescio_DeUitvreter	321	16	18	n	pl	enkele centen
Nescio_DeUitvreter	322	2	4	n	sg	den hoek
Nescio_DeUitvreter	322	5	7	n	sg	den grond
Nescio_DeUitvreter	322	8	11	n	sg	mijn éénvlams stelletje
Nescio_DeUitvreter	322	13	16	n	sg	't kleine keteltje, 't keteltje
Nescio_DeUitvreter	322	17	19	n	sg	't water
Nescio_DeUitvreter	323	2	4	n	sg	m'n theepot
Nescio_DeUitvreter	323	6	7	n	sg	deksel
Nescio_DeUitvreter	323	11	13	n	sg	't water
Nescio_DeUitvreter	323	16	18	n	sg	de thee
Nescio_DeUitvreter	324	4	6	n	pl	mijn beenen
Nescio_DeUitvreter	324	15	17	n	sg	mijn hemd
Nescio_DeUitvreter	324	18	20	n	pl	mijn handen
Nescio_DeUitvreter	324	21	23	n	pl	m'n broekzakken
Nescio_DeUitvreter	324	26	28	n	pl	m'n boterhammen
Nescio_DeUitvreter	324	30	33	n	sg	m'n lieve geldje
Nescio_DeUitvreter	324	35	40	n	sg	de vlam van mijn olielamp
Nescio_DeUitvreter	324	38	40	n	sg	mijn olielamp
Nescio_DeUitvreter	324	42	47	n	sg	't licht van mijn stelletje
Nescio_DeUitvreter	324	45	47	n	sg	mijn stelletje
Nescio_DeUitvreter	324	51	53	n	sg	de regen
Nescio_DeUitvreter	326	2	4	n	sg	m'n klokje
Nescio_DeUitvreter	326	7	9	n	pl	m'n centen, m'n centen
Nescio_DeUitvreter	326	10	12	n	sg	't klokje, dat, Jij, klokje
Nescio_DeUitvreter	326	35	37	n	sg	m'n hand
Nescio_DeUitvreter	326	39	41	n	sg	mijn zak
Nescio_DeUitvreter	327	0	5	n	sg	Dat converseeren met m'n dingetjes
Nescio_DeUitvreter	327	3	5	n	pl	m'n dingetjes
Nescio_DeUitvreter	327	13	16	fm	pl	de meeste menschen
Nescio_DeUitvreter	328	4	6	n	sg	den brand
Nescio_DeUitvreter	328	7	10	n	sg	't Lieve najaar
Nescio_DeUitvreter	329	0	5	n	sg	Het vallen van de bladeren
Nescio_DeUitvreter	329	3	5	n	pl	de bladeren
Nescio_DeUitvreter	329	6	8	n	sg	de Zuidwestenwind, die, die, die
Nescio_DeUitvreter	329	9	14	n	pl	de boomen aan den Veerschenweg
Nescio_DeUitvreter	329	12	14	n	sg	den Veerschenweg
Nescio_DeUitvreter	329	20	22	n	sg	het Noordoosten
Nescio_DeUitvreter	329	24	29	n	sg	't klokkenspel van Lange Jan
Nescio_DeUitvreter	329	35	37	n	sg	den toren
Nescio_DeUitvreter	329	45	48	n	pl	de zwarte wolken
Nescio_DeUitvreter	329	69	72	n	sg	mijn eigen geld, 't geld, dat
Nescio_DeUitvreter	330	9	11	n	sg	een brood
Nescio_DeUitvreter	330	12	16	n	sg	een half pond boter, de boter
Nescio_DeUitvreter	330	17	20	n	sg	twee ons boterhammenworst, De boterhammenworst, die, de worst, worst, er, Boterhammenworst, een ordinair volksvoedsel, Mijn worst, de worst, die, er, m'n twee ons worst, 't Ordinaire volksvoedsel
Nescio_DeUitvreter	330	21	25	n	sg	een half pond suiker, de suiker
Nescio_DeUitvreter	330	26	29	n	sg	een ons thee, de thee
Nescio_DeUitvreter	330	30	33	n	sg	een kistje sigaren
Nescio_DeUitvreter	330	34	39	n	pl	25 sigaren van 4 cent
Nescio_DeUitvreter	330	40	42	n	sg	een rijkdom, die
Nescio_DeUitvreter	330	45	47	n	sg	mijn verjaardag
Nescio_DeUitvreter	332	0	1	fm	pl	Ze
Nescio_DeUitvreter	332	2	4	n	sg	een kastje
Nescio_DeUitvreter	332	9	11	n	sg	't raam
Nescio_DeUitvreter	332	15	17	n	sg	den bodem
Nescio_DeUitvreter	332	34	37	n	pl	al die dingetjes, die, er
Nescio_DeUitvreter	333	1	4	n	sg	't aangesneden brood
Nescio_DeUitvreter	333	9	11	n	sg	't plankje
Nescio_DeUitvreter	334	2	7	n	sg	den zolder van drie hoog
Nescio_DeUitvreter	334	8	10	n	pl	mijn kleeren, jas , vest , broek , onderbroek , overhemd en sokken
Nescio_DeUitvreter	334	13	14	n	sg	jas
Nescio_DeUitvreter	334	15	16	n	sg	vest
Nescio_DeUitvreter	334	17	18	n	sg	broek
Nescio_DeUitvreter	334	19	20	n	sg	onderbroek
Nescio_DeUitvreter	334	21	22	n	sg	overhemd
Nescio_DeUitvreter	334	23	24	n	pl	sokken
Nescio_DeUitvreter	335	0	2	n	sg	't Water
Nescio_DeUitvreter	335	6	11	n	sg	't deksel van 't keteltje
Nescio_DeUitvreter	336	3	5	n	sg	den stoom
Nescio_DeUitvreter	336	7	8	n	pl	plannen
Nescio_DeUitvreter	336	12	14	n	sg	m'n demi
Nescio_DeUitvreter	336	15	17	n	sg	den lommerd
Nescio_DeUitvreter	336	25	28	n	sg	't koschere restaurant
Nescio_DeUitvreter	336	31	32	n	sg	biefstuk
Nescio_DeUitvreter	336	37	40	n	sg	erwtensoep met vleesch
Nescio_DeUitvreter	336	39	40	n	sg	vleesch
Nescio_DeUitvreter	337	13	16	n	sg	een druppeltje drank
Nescio_DeUitvreter	337	24	26	n	pl	mijn gepeinzen
Nescio_DeUitvreter	337	29	35	n	sg	een zwaren stap buiten de deur
Nescio_DeUitvreter	337	33	35	n	sg	de deur
Nescio_DeUitvreter	338	4	6	n	sg	mijn deur, mijn deur
Nescio_DeUitvreter	339	9	10	n	sg	behangselpapier
Nescio_DeUitvreter	339	11	14	n	pl	een paar latten
Nescio_DeUitvreter	340	2	4	fm	pl	de lui
Nescio_DeUitvreter	341	12	14	n	sg	den haak, De haak
Nescio_DeUitvreter	342	6	8	n	sg	de deur, de deur
Nescio_DeUitvreter	342	14	16	n	sg	je vinger
Nescio_DeUitvreter	342	17	19	n	sg	de reet
Nescio_DeUitvreter	345	1	3	n	sg	Die stem
Nescio_DeUitvreter	346	9	12	n	sg	een straal water
Nescio_DeUitvreter	346	13	15	n	sg	mijn hand
Nescio_DeUitvreter	349	4	6	n	sg	't water
Nescio_DeUitvreter	349	11	13	n	pl	zijn kleeren
Nescio_DeUitvreter	349	15	17	n	sg	z'n hoed, Z'n hoed, hoed, den hoed, die
Nescio_DeUitvreter	350	14	16	n	sg	mijn jas, z'n jas, dit, z'n jas, z'n jas, de jas, zijn jas, Hij, z'n jas, mijn jas, Japi z'n jas, 't Natte ding, mijn jas, je
Nescio_DeUitvreter	351	4	5	fm	pl	we
Nescio_DeUitvreter	351	5	6	n	sg	dit
Nescio_DeUitvreter	352	6	11	n	sg	een pak in een Handelsblad
Nescio_DeUitvreter	352	9	11	n	sg	een Handelsblad
Nescio_DeUitvreter	352	12	13	n	pl	boeken
Nescio_DeUitvreter	352	24	25	n	sg	tafel, tafel
Nescio_DeUitvreter	354	6	8	n	sg	m'n stelletje
Nescio_DeUitvreter	355	22	26	n	pl	m'n eigen natte kleeren
Nescio_DeUitvreter	355	37	39	n	sg	den grond
Nescio_DeUitvreter	355	40	42	n	sg	den hoek
Nescio_DeUitvreter	356	5	10	n	pl	de knieën van z'n broek
Nescio_DeUitvreter	356	8	10	n	sg	z'n broek
Nescio_DeUitvreter	357	4	6	n	sg	het genoegen
Nescio_DeUitvreter	358	10	12	n	sg	't pakje
Nescio_DeUitvreter	359	4	5	fm	sg	burger
Nescio_DeUitvreter	360	12	13	fm	pl	we
Nescio_DeUitvreter	361	8	11	n	pl	boeken van Appi, de boeken van Appi
Nescio_DeUitvreter	361	18	20	n	sg	't Handelsblad, Handelsblad, 't Handelsblad, dat, er
Nescio_DeUitvreter	362	8	10	n	sg	die krant
Nescio_DeUitvreter	362	18	20	n	sg	een advertentie, Een advertentie, Een advertentie
Nescio_DeUitvreter	363	2	4	fm	sg	Assistent correspondent
Nescio_DeUitvreter	363	6	8	n	sg	druk exportkantoor, druk exportkantoor
Nescio_DeUitvreter	363	20	23	n	pl	de moderne talen
Nescio_DeUitvreter	363	24	25	n	sg	stenografie
Nescio_DeUitvreter	363	26	27	n	sg	machineschrijven
Nescio_DeUitvreter	364	0	1	fm	pl	Zij, die
Nescio_DeUitvreter	364	4	6	n	sg	den export
Nescio_DeUitvreter	364	16	18	n	sg	de voorkeur, de voorkeur
Nescio_DeUitvreter	365	8	9	fm	sg	me
Nescio_DeUitvreter	366	0	1	n	sg	Salaris
Nescio_DeUitvreter	367	0	6	n	pl	Brieven onder No. 1296 bureau Alg
Nescio_DeUitvreter	367	4	6	n	sg	bureau Alg
Nescio_DeUitvreter	368	7	9	n	sg	't vlotje
Nescio_DeUitvreter	369	0	3	m	sg	Floris de stijve, dien stijven kerel
Nescio_DeUitvreter	369	5	7	n	sg	de Overtoom, de Overtoom, er
Nescio_DeUitvreter	371	3	4	fm	pl	ze, ze
Nescio_DeUitvreter	373	0	5	n	sg	Die f 300 à 400
Nescio_DeUitvreter	383	2	4	n	sg	z'n been
Nescio_DeUitvreter	384	2	7	n	sg	een splinternieuwen , gelen schoen, dien schoen, zulke gele schoenen, Ze
Nescio_DeUitvreter	386	16	18	n	sg	't water
Nescio_DeUitvreter	386	25	28	n	sg	den anderen voet
Nescio_DeUitvreter	386	29	31	n	sg	den eenen
Nescio_DeUitvreter	390	4	6	n	pl	mijn schoenen, ze
Nescio_DeUitvreter	393	0	1	n	pl	Sokken
Nescio_DeUitvreter	393	5	7	n	sg	de hand
Nescio_DeUitvreter	393	11	14	n	pl	m'n bloote voeten
Nescio_DeUitvreter	393	15	17	n	pl	z'n schoenen
Nescio_DeUitvreter	393	26	32	n	sg	een stuk van z'n bloote been
Nescio_DeUitvreter	393	29	32	n	sg	z'n bloote been
Nescio_DeUitvreter	394	2	3	n	pl	boeken
Nescio_DeUitvreter	395	0	3	m	sg	Appi z'n vader, z'n vader
Nescio_DeUitvreter	395	4	8	n	sg	een goed beklante slagerij
Nescio_DeUitvreter	396	17	23	n	sg	een huis- , reclame- en decoratieschilderswerkplaats
Nescio_DeUitvreter	397	2	3	n	sg	thee
Nescio_DeUitvreter	398	2	4	n	sg	mijn stelletje
Nescio_DeUitvreter	398	7	9	n	sg	't water
Nescio_DeUitvreter	398	12	14	n	sg	't theepotje, de theepot
Nescio_DeUitvreter	398	15	17	n	sg	't waterketeltje
Nescio_DeUitvreter	400	14	16	n	sg	z'n stoel
Nescio_DeUitvreter	400	19	21	n	sg	z'n neus
Nescio_DeUitvreter	401	3	4	n	sg	mot
Nescio_DeUitvreter	403	7	8	fm	pl	ze, ze, ze
Nescio_DeUitvreter	403	19	21	n	sg	één bed
Nescio_DeUitvreter	403	25	27	n	sg	't laken, er
Nescio_DeUitvreter	403	36	37	n	sg	jenever
Nescio_DeUitvreter	403	40	43	n	sg	't ééne bierglas, dat
Nescio_DeUitvreter	404	3	5	n	sg	z'n kacheltje, 't, de kachel, je kachel
Nescio_DeUitvreter	406	11	14	n	sg	den gloeienden pot
Nescio_DeUitvreter	406	17	19	n	sg	z'n pijp
Nescio_DeUitvreter	406	27	29	n	pl	z'n knieën
Nescio_DeUitvreter	407	13	16	n	sg	een groote scheur
Nescio_DeUitvreter	407	17	19	n	sg	den pot
Nescio_DeUitvreter	408	11	13	n	sg	z'n stoel
Nescio_DeUitvreter	408	19	21	n	sg	de pook
Nescio_DeUitvreter	408	21	23	n	sg	't schuifdeurtje
Nescio_DeUitvreter	408	26	28	n	sg	een gat
Nescio_DeUitvreter	408	30	32	n	sg	den grond
Nescio_DeUitvreter	408	33	39	n	sg	't uitscheppen van de gloeiende kolen
Nescio_DeUitvreter	408	36	39	n	pl	de gloeiende kolen
Nescio_DeUitvreter	409	13	14	fm	sg	je
Nescio_DeUitvreter	409	22	28	n	sg	't huis van z'n ouwe heer
Nescio_DeUitvreter	409	30	33	n	sg	een schoone boord
Nescio_DeUitvreter	409	35	37	m	sg	z'n broer
Nescio_DeUitvreter	409	40	42	f	sg	z'n moeder
Nescio_DeUitvreter	409	42	45	n	sg	een stuk taart, dat
Nescio_DeUitvreter	409	48	50	n	sg	't dessert
Nescio_DeUitvreter	410	14	15	fm	sg	Loef, dien, Loef, die, ie, die, ik
Nescio_DeUitvreter	412	4	6	n	sg	't geval
Nescio_DeUitvreter	412	13	15	n	sg	't plankje
Nescio_DeUitvreter	412	20	23	n	sg	't bekende plaatsje
Nescio_DeUitvreter	412	25	26	n	sg	Dante
Nescio_DeUitvreter	412	28	32	n	sg	een nieuw kruikje Bols
Nescio_DeUitvreter	413	16	18	n	pl	dikke boterhammen
Nescio_DeUitvreter	413	20	23	n	sg	Bavink z'n brood
Nescio_DeUitvreter	413	31	33	n	sg	't Amstelveld
