	ids	quote	speaker	speaker_gender	addressee	addressee_gender	addresseetype	ttokenno	begin	end
132	s199	""" Zoo vriend , """	Phileas_Fogg	m	De_nieuwe_bediende	m	implicit	7541	0	4
133	s201	""" dan brandt die voor uwe rekening ! ""
"	Phileas_Fogg	m	De_nieuwe_bediende	m	implicit	7550	9	17
134	s211	""" En gij zegt , mijnheer de consul , """	Fix	(pl, fm)	de_consul	fm	explicit	9287	0	9
135	s213	""" dat de boot niet lang meer weg kan blijven ? ""
"	Fix	(pl, fm)	de_consul	fm	explicit	9305	18	29
136	s214	""" Neen , mijnheer Fix , """	de_consul	fm	Fix	(pl, fm)	explicit	9317	0	6
137	s216	""" Zij was gisteren al lang in het gezicht bij de haven van Port-Saïd en wat zijn honderd zestig kilometers voor zulk een snelloopende boot ?
 Ik verzeker u , dat de Mongolia altijd den prijs van vijf en twintig pond verdiend heeft , dien het Gouvernement heeft gesteld voor elke vier en twintig uren , die zij binnen den bepaalden tijd aankomt . ""
"	de_consul	fm	Fix	(pl, fm)	explicit	9328	0	64
138	s217	""" Komt deze mailboot rechtstreeks van Brindisi ? """	Fix	(pl, fm)	de_consul	fm	implicit	9393	0	8
139	s219	""" Ja , van Brindisi , waar zij de post naar Indië heeft opgenomen , en dat zij zaterdag ten tien uur verlaten heeft .
 Heb dus geduld , zij zal zoo dadelijk komen ; maar ik begrijp waarlijk niet hoe gij met het signalement , dat ge nu hebt , uw man kunt herkennen , zoo hij al aan boord van de Mongolia is . ""
"	de_consul	fm	Fix	(pl, fm)	implicit	9405	0	66
140	s220	""" Mijnheer de consul , """	Fix	(pl, fm)	de_consul	fm	explicit	9472	0	5
141	s222	""" die menschen ruikt men meer dan dat men ze wel herkent .
 Men moet ze ruiken , en de reuk is een bijzonder zintuig , dat het gehoor en het gezicht steunt .
 Ik heb in mijn leven verscheidene van die heeren ontmoet , en zoo de dief zich aan boord bevindt , maak er dan gerust staat op , dat hij mij ook niet ontglippen zal . ""
"	Fix	(pl, fm)	de_consul	fm	explicit	9481	9	78
142	s223	""" Ik help het u wenschen , mijnheer Fix , want het is een belangrijke diefstal . ""
"	de_consul	fm	Fix	(pl, fm)	explicit	9551	0	17
143	s224	""" Een prachtige diefstal , """	Fix	(pl, fm)	de_consul	fm	implicit	9569	0	5
144	s226	""" Vijf en vijftig duizend pond !
 Zulke buitenkansjes hebben wij niet dikwijls !
 De dieven beteekenen tegenwoordig niet veel !
 Het ras der Sheppards sterft uit !
 Men laat zich nu voor eenige shillings oppakken ! ""
"	Fix	(pl, fm)	de_consul	fm	implicit	9580	0	37
145	s227	""" Mijnheer Fix , """	de_consul	fm	Fix	(pl, fm)	explicit	9618	0	4
146	s229	""" gij praat er zoo zeker over , dat ik van harte wensch dat gij slagen zult ; maar ik geloof , dat in de omstandigheden waarin gij verkeert , dit moeielijk gaan zal .
 Weet ge wel , dat volgens het signalement , dat ge gekregen hebt , deze dief zeer veel op een eerlijk man gelijkt ? ""
"	de_consul	fm	Fix	(pl, fm)	explicit	9627	9	68
147	s230	""" Mijnheer de consul , """	Fix	(pl, fm)	de_consul	fm	explicit	9687	0	5
148	s232	""" de groote dieven gelijken altijd op eerlijke lui .
 Gij begrijpt toch wel dat voor hen , die een schurkengezicht hebben , slechts éen weg open staat , namelijk om eerlijk te blijven , anders zouden zij ingerekend worden .
 De eerlijke gezichten zijn het , waarop men vooral moet passen .
 Een moeielijk werk , ik beken het , en dat geen handwerk is , maar eene kunst . ""
"	Fix	(pl, fm)	de_consul	fm	explicit	9702	15	86
149	s233	""" Maar zij komt niet ! """	Fix	(pl, fm)	de_consul	fm	implicit	9930	0	6
150	s234	""" Zij kan niet ver meer af zijn , """	de_consul	fm	Fix	(pl, fm)	implicit	9949	0	9
151	s236	""" Hoe lang zou zij te Suez toeven ? """	Fix	(pl, fm)	de_consul	fm	implicit	9963	0	9
152	s238	""" Vier uren .
 Juist den tijd om kolen in te nemen .
 Van Suez naar Aden , aan het uiteinde van de Roode Zee , is de afstand dertien honderd en tien mijlen en moet men een voorraad van brandstoffen innemen . ""
"	de_consul	fm	Fix	(pl, fm)	implicit	9976	0	43
