	ids	quote	speaker	speaker_gender	addressee	addressee_gender	addresseetype	ttokenno	begin	end
106	s160	""" er rest echter nog een vraag : Is dit handschrift hetzelfde als dat van de adressen op de doosjes met de paarlen ? ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	5104	12	36
107	s161	""" Ik heb ze bij mij , """	Een_jonge_dame	f	ik_en_Sherlock_Holmes	(pl, m)	implicit	5129	0	7
108	s163	""" Gij zijt bepaald een model-cliënt , en zeer correct .
 Laat ons nu eens zien . ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	5150	0	17
109	s164	""" Zij zijn met een verdraaide hand geschreven , behalve de brief , """	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	5185	0	13
110	s166	""" maar het lijdt geen twijfel dat de schrijver dezelfde is .
 Zie eens hoe de #e# afgebroken is en beschouw dan de krul van de #s# .
 Die zijn stellig van denzelfden persoon .
 Ik zou niet gaarne ijdele hoop bij u opwekken , Miss Morstan , maar is er eenige overeenkomst tusschen deze hand en die van uwen vader ? ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	5203	18	80
111	s167	""" In geen enkel opzicht . ""
"	Een_jonge_dame	f	ik_en_Sherlock_Holmes	(pl, m)	implicit	5266	0	6
112	s168	""" Dit antwoord verwachtte ik .
 Wij zullen u dus om zes uur verwachten .
 Wees zoo goed en laat mij de papieren behouden .
 Dan kan ik de zaak eens overzien .
 Het is nu pas half-vier .
 =Au revoir= , dus . ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	5273	0	44
113	s169	""" =Au revoir= , """	Een_jonge_dame	f	ik_en_Sherlock_Holmes	(pl, m)	anaphoric_pronoun	5318	0	4
114	s170	""" Wat een aantrekkelijke vrouw ! """	ik	m	Sherlock_Holmes	m	anaphoric_other	5383	0	6
115	s171	""" Is zij dat ? """	Sherlock_Holmes	m	ik	m	implicit	5416	0	5
116	s173	""" ik heb het niet opgemerkt . ""
"	Sherlock_Holmes	m	ik	m	implicit	5428	12	19
117	s174	""" Gij zijt werkelijk een automaat , - een rekenmachine , """	ik	m	Sherlock_Holmes	m	implicit	5436	0	11
118	s176	""" er is somwijlen iets bepaald onmenschelijks in u ! ""
"	ik	m	Sherlock_Holmes	m	implicit	5451	15	25
119	s177	""" Het is van het grootste belang , """	Sherlock_Holmes	m	ik	m	implicit	5466	0	8
120	s179	""" uw oordeel niet te laten leiden door persoonlijke eigenschappen .
 Een cliënt is voor mij slechts eene eenheid , een factor in een vraagstuk .
 De op het gemoed werkende eigenschappen staan een zuivere redeneering in den weg .
 Ik geef u de verzekering dat de bekoorlijkste vrouw , die ik ooit gezien heb , werd opgehangen wegens het vermoorden van drie kleine kinderen om hunne levensverzekeringssom machtig te worden , terwijl de terugstootendste man onder mijne bekenden een filantroop is , die omstreeks een kwart millioen aan de armen van Londen besteed heeft . ""
"	Sherlock_Holmes	m	ik	m	implicit	5478	12	108
121	s180	""" In dit geval , echter - ""
"	ik	m	Sherlock_Holmes	m	implicit	5575	0	7
122	s300	""" Ik maak nimmer uitzonderingen .
 Een uitzondering "" wederlegt "" den regel .
 Zijt gij ooit in de gelegenheid geweest om door middel van een handschrift een karakter-studie te maken ?
 Wat is dan uw oordeel omtrent het geschrijf van dezen knaap ? """	Sherlock_Holmes	m	ik	m	implicit	5583	0	44
123	s183	""" Het is net en regelmatig , """	ik	m	Sherlock_Holmes	m	implicit	5628	0	7
124	s185	""" Een man van zaken en tamelijk vast van karakter . ""
"	ik	m	Sherlock_Holmes	m	implicit	5639	0	11
125	s186	""" Zie dan eens naar zijn lange letters , """	Sherlock_Holmes	m	ik	m	implicit	5656	0	9
126	s301	""" zij komen nauwelijks boven de gewone uit .
 Die #d# kon wel een #a# , en die #l# wel een #e# zijn .
 Mannen van karakter maken altijd een onderscheid tusschen hunne gewone en lange letters , hoe onregelmatig zij overigens ook mogen schrijven .
 Er is besluiteloosheid in zijne #k# 's en gevoel van eigenwaarde in zijne hoofdletters .
 - Ik ga nu even uit .
 Ik moet eenige bezoeken afleggen .
 Laat mij u dit boek recommandeeren , - een der merkwaardigste die ooit geschreven werden .
 Het is "" Het martelaarschap van den man , "" van Winwood Reade .
 Ik zal binnen een uur terug zijn . """	Sherlock_Holmes	m	ik	m	implicit	5669	13	125
127	s190	""" Er schuilt geen groot geheim in deze aangelegenheid , """	Sherlock_Holmes	m	ik	m	implicit	6018	0	10
128	s191	""" de feiten schijnen slechts ééne verklaring mogelijk te maken . ""
"	Sherlock_Holmes	m	ik	m	implicit	6043	25	36
129	s192	""" Wat !
 Hebt gij het reeds opgelost ? ""
"	ik	m	Sherlock_Holmes	m	implicit	6055	0	9
130	s304	""" Nu , dat zou te veel gezegd zijn .
 Ik heb een feit ontdekt dat een veronderstelling wettigt , dat is alles .
 Het is slechts een zeer vage veronderstelling .
 De nadere bizonderheden ontbreken er nog aan .
 Ik heb zooeven in oude nummers van de "" Times "" gevonden , dat Majoor Sholto van Upper Norwood , oud-gediende van het 34e regiment Bombay-Infanterie , op den 28 April 1882 overleden is . """	Sherlock_Holmes	m	ik	m	implicit	6065	0	75
131	s305	""" Het moge zeer onbegrijpelijk zijn , Holmes , maar ik kan niet inzien tot welke onderstelling dit leiden kan . """	ik	m	Sherlock_Holmes	m	explicit	6141	0	21
132	s307	""" Niet ?
 Gij verbaast mij .
 Beschouw het dan van deze zijde .
 Kapitein Morstan verdwijnt .
 De eenige persoon in Londen dien hij kon bezocht hebben is Majoor Sholto .
 Majoor Sholto verklaart niet geweten te hebben dat hij te Londen was .
 Vier jaren later sterft Sholto .
 Binnen een week na zijn dood ontvangt de dochter van kapitein Morstan een kostbaar geschenk , dat jaarlijks herhaald wordt en nu eindigt in een brief die haar als een slecht behandeld meisje beschrijft .
 Op welke slechte behandeling kan dit anders doelen dan op de verdwijning van haren vader ?
 En waarom zouden de geschenken onmiddellijk beginnen na Sholto's dood , of het moest zijn dat Sholto's erfgenaam iets van het geheim weet , en een schikking wenscht te maken ?
 Hebt gij eenige tegenovergestelde theorie ? """	Sherlock_Holmes	m	ik	m	implicit	6163	0	139
133	s198	""" Maar welk een vreemdsoortige gevolgtrekking !
 En hoe ver gezocht !
 Waarom zou hij nu eerder een brief schrijven dan tien jaren geleden ?
 Bovendien in den brief staat : om haar recht te doen wedervaren .
 Welk recht wordt daarmede bedoeld ?
 De veronderstelling dat haar vader nog in leven is , is zeker te gewaagd .
 En van een ander onrecht is u niets bekend . ""
"	ik	m	Sherlock_Holmes	m	implicit	6303	0	69
134	s199	""" Er zijn moeielijkheden ; zeer zeker groote moeielijkheden , """	Sherlock_Holmes	m	ik	m	implicit	6373	0	10
135	s201	""" maar onze expeditie van hedenavond zal ze allen oplossen .
 Ha , daar is een vierwieler en Miss Morstan zit erin .
 Zijt gij gereed ?
 Dan was het beter dat wij naar beneden gingen , want het is reeds over den tijd . ""
"	Sherlock_Holmes	m	ik	m	implicit	6389	16	61
136	s202	""" Majoor Sholto was een bizonder vriend van mijn papa , """	Een_jonge_dame	f	ik_en_Sherlock_Holmes	(pl, m)	implicit	6551	0	11
137	s204	""" zijne brieven waren altijd vol van toespelingen op den Majoor .
 Hij en papa voerden het bevel over de troepen op de Andaman-eilanden ; daardoor woonden zij geruimen tijd te zamen .
 Indertijd werd in papa's lessenaar een vreemdsoortig papier gevonden , wat niemand begrijpen kon .
 Ik veronderstel niet dat het van eenig aanbelang kan wezen , ik dacht echter dat gij het wellicht gaarne zoudt willen zien , en daarom heb ik het meegebracht .
 Hier is het . ""
"	Een_jonge_dame	f	ik_en_Sherlock_Holmes	(pl, m)	implicit	6566	15	97
138	s205	""" Het papier is in Indië gefabriceerd , """	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	6672	0	8
139	s308	""" het was voor eenigen tijd op een bord geprikt geweest .
 De teekening erop schijnt het ontwerp te zijn voor een gedeelte van een groot gebouw , met talrijke zalen en gangen .
 Aan den eenen hoek staat een met roode inkt geteekend kruis en links daarboven staat geschreven "" 3,37 . ""
 Op den linkerhoek staan vier kruisjes op een lijn , waarvan de armen elkander raken .
 Daarnaast staat in ruwe karakters :
 "" Het teeken der vier - Jonathan Small , Mahomed Singh , Abdullah Khan , Dost Akbar . """	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	6684	12	106
140	s211	""" Neen , ik beken dat ik niet begrijp in welk verband dit met de zaak staat .
 Desniettemin is het een belangrijk document .
 Het is zorgvuldig in een zakboek bewaard geworden ; want het is aan beide zijden even helder . ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	6779	0	43
141	s212	""" Wij vonden het in zijn zakboek . ""
"	Een_jonge_dame	f	ik_en_Sherlock_Holmes	(pl, m)	implicit	6823	0	8
142	s213	""" Bewaar het dan zorgvuldig , Miss Morstan , want het zou ons later van nut kunnen zijn .
 Ik begin te veronderstellen , dat deze zaak blijken zal ingewikkelder en van meer teederen aard te zijn , dan ik haar in het eerst beschouwd heb .
 Ik moet mijne gedachten opnieuw regelen . ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	6832	0	54
143	s316	""" Zijt gij de partijen die hier komen met Miss Morstan ? """	kleine_donker_uitziende_levendige_man	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	7153	0	12
144	s216	""" Ik ben Miss Morstan , en deze twee heeren zijn mijne vrienden , """	Een_jonge_dame	f	ik_en_Sherlock_Holmes_en_kleine_donker_uitziende_levendige_man	(pl)	implicit	7169	0	14
145	s317	""" Gij zult het mij ten goede houden , Miss , """	kleine_donker_uitziende_levendige_man	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	7198	0	11
146	s319	""" maar het is mij opgedragen u te verzoeken mij uw woord te willen geven dat geen uwer metgezellen een ambtenaar der politie is . """	kleine_donker_uitziende_levendige_man	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	7216	18	43
147	s221	""" Daar geef ik u mijn woord op , """	Een_jonge_dame	f	ik_en_Sherlock_Holmes_en_kleine_donker_uitziende_levendige_man	(pl)	implicit	7242	0	9
148	s223	""" Rochester Row , """	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	7490	0	4
149	s225	""" nu Vincent Square .
 Nu komen wij uit bij de Vauxhall Bridge Road .
 Wij houden waarschijnlijk de zijde der Surrey .
 Ja , dat dacht ik wel .
 Nu zijn wij op de brug , gij kunt van tijd tot tijd de rivier zien . ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	7498	8	55
150	s226	""" Wordsworth Road , """	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	7579	0	4
151	s228	""" Priory Road , Larke Hall Lane , Stockwell Place , Robert Street , Cold Harbour Lane .
 Het schijnt dat onze taak ons niet naar zeer fatsoenlijke wijken roept . ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame	(pl)	implicit	7588	9	40
152	s229	""" De Sahib verwacht u , """	een_Hindoesch_bediende	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	7777	0	6
153	s231	""" Wijs hun den weg hierheen , Khitmutgar , """	De_Sahib	m	ik_en_Een_jonge_dame_en_Sherlock_Holmes_en_een_Hindoesch_bediende	(pl)	implicit	7806	0	9
154	s233	""" Breng hen onmiddellijk tot mij ! ""
"	De_Sahib	m	ik_en_Een_jonge_dame_en_Sherlock_Holmes_en_een_Hindoesch_bediende	(pl)	implicit	7819	0	7
155	s234	""" Uw dienaar , Miss Morstan , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	7983	0	7
156	s236	""" uw dienaar , mijne heeren .
 Ik bid u , treed mijn klein heiligdom binnen .
 Een kleine woning , Miss , maar naar mijn eigen smaak ingericht .
 Een soort oase in deze beklagenswaardige wildernis van Zuidelijk-Londen . ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	7998	15	55
157	s237	""" Mr. Thaddeus Sholto , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8181	0	5
158	s239	""" zoo is mijn naam .
 Gij zijt dus Miss Morstan .
 En deze heeren ? ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8197	16	32
159	s240	""" Deze is Mr. Sherlock Holmes , en deze Dr. Watson . ""
"	Een_jonge_dame	f	ik_en_Sherlock_Holmes_en_De_Sahib	(pl)	implicit	8214	0	12
160	s241	""" Een dokter , hé ? """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8227	0	6
161	s243	""" hebt gij uw stethoscoop bij u ?
 Zou ik u mogen verzoeken , - zoudt gij zoo vriendelijk willen zijn ?
 Ik twijfel ten zeerste aan mijn hart-klep ; indien gij de goedheid zoudt willen hebben .
 Ik ben er zeker van dat het in de hart-ader schuilt , maar omtrent de klep zou ik uw oordeel zeer gaarne vernemen . ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8238	11	73
162	s244	""" Het schijnt normaal te wezen , """	ik	m	Sherlock_Holmes_en_Een_jonge_dame_en_De_Sahib	(pl)	implicit	8331	0	7
163	s246	""" gij hebt geen reden u ongerust te maken . ""
"	ik	m	Sherlock_Holmes_en_Een_jonge_dame_en_De_Sahib	(pl)	implicit	8342	11	21
164	s247	""" Gij moet mijne angstigheid vergeven , Miss Morstan , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8353	0	10
165	s249	""" ik lijd zeer veel en vreesde altijd voor een hartader-breuk .
 Ik ben verheugd te hooren dat daar geen gevaar voor bestaat .
 Indien uw vader meer op zijn hart gelet had , Miss Morstan , dan ware hij misschien thans nog in leven . ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8368	15	61
166	s250	""" Ik gevoelde in mijn hart dat hij overleden was , """	Een_jonge_dame	f	ik_en_Sherlock_Holmes_en_De_Sahib	(pl)	implicit	8450	0	11
167	s252	""" Ik kan u alle mogelijke inlichtingen verschaffen , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8465	0	9
168	s254	""" en dat wil ik ook , wat mijn broeder Bartholomeus ook moge zeggen .
 Ik ben zoo blijde dat gij vrienden bij u hebt , niet alleen als een geleide voor u , maar tevens als getuigen bij hetgeen ik voornemens ben te doen en te zeggen .
 Wij kunnen met ons drieën broeder Bartholomeus beter te woord staan .
 Doch laat ons er noch politie noch andere ambtenaren in mengen .
 Wij kunnen alles voldoende onderling regelen , zonder eenige tusschenkomst van anderen .
 Niets zou broeder Bartholomeus meer hinderen dan publiciteit . ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8478	13	108
169	s255	""" Wat mij betreft , """	Sherlock_Holmes	m	ik_en_Een_jonge_dame_en_De_Sahib	(pl)	implicit	8596	0	5
170	s257	""" ik zal al wat gij ook mocht willen spreken voor mij houden . ""
"	Sherlock_Holmes	m	ik_en_Een_jonge_dame_en_De_Sahib	(pl)	implicit	8605	9	23
171	s258	""" Dat is goed ! dat is goed ! """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8629	0	9
172	s260	""" mag ik u een glas Chianti aanbieden , Miss Morstan ?
 Of Tokayer ?
 Andere wijnen houd ik er niet op na .
 Zal ik een flesch opentrekken ?
 Neen ?
 Welnu dan , ik vertrouw dat gij geen hinder zult hebben van tabaks-rook , vooral niet van den balsamieken geur van Oostersche tobacco ?
 Ik ben een weinig zenuwachtig en daarvoor is mijne hookah een onschatbaar geneesmiddel . ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8642	13	83
173	s261	""" Toen ik het eerst het besluit nam om u deze mededeeling te doen , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8767	0	15
174	s263	""" zou ik gaarne mijn adres gegeven hebben ; ik vreesde echter dat gij mijn verzoek niet zoudt vertrouwen en vreemd volk met u zoudt brengen .
 Deswege nam ik de vrijheid de zaak zoodanig te regelen , dat mijn bediende Williams u het eerst zoude zien .
 Ik stel het volste vertrouwen in zijne discretie , en hij had in last om , zoo hij onvoldaan mocht zijn , de zaak niet voort te zetten .
 Gij zult deze voorzorgsmaatregelen wel willen excuseeren , maar ik ben een eenigszins achterdochtig man , en ik durf er bijvoegen , van verfijnden smaak , en er bestaat niets dat meer in strijd is met de aesthetica dan een politieman .
 Ik heb een natuurlijken afkeer van alle vormen van het ruwe materialisme .
 Ik kom dan ook zelden in aanraking met de ruwe menigte .
 Ik leef , zooals gij ziet , in een eenigszins elegante atmosfeer .
 Ik mag mij een beschermer der kunst noemen .
 Dat is nu eenmaal mijn zwak .
 Dit landschap is een zeldzaam Corot , en hoewel een kenner wellicht eenigen twijfel mocht opperen omtrent deze Salvator Rosa , zoo kan dit bij deze Bouguereau geenszins het geval zijn .
 Ik behoor gedeeltelijk tot de moderne Fransche school . ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	8786	19	233
175	s264	""" Gij zult mij excuseeren , Mr. Sholto , """	Een_jonge_dame	f	ik_en_Sherlock_Holmes_en_De_Sahib	(pl)	implicit	9001	0	9
176	s266	""" maar ik ben hier op uw verzoek om iets te vernemen wat gij mij wenscht mede te deelen .
 Het is reeds zeer laat , en ik wenschte ons onderhoud zoo min mogelijk te rekken . ""
"	Een_jonge_dame	f	ik_en_Sherlock_Holmes_en_De_Sahib	(pl)	implicit	9016	15	52
177	s267	""" Er zal toch nog eenigen tijd toe noodig zijn , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9054	0	11
178	s269	""" want we zullen gewis naar Norwood moeten gaan en broeder Bartholomeus bezoeken .
 Wij zullen er gezamenlijk heengaan en zien wat wij uit broeder Bartholomeus kunnen krijgen .
 Hij is zeer boos op mij wegens den weg dien ik gekozen heb , doch die mij rechtvaardig toeschijnt .
 Ik had nog gisteravond zeer hooge woorden met hem .
 O , gij kunt u niet voorstellen wat een verschrikkelijke jongen hij is , als hij boos is . ""
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9069	15	93
179	s270	""" Indien wij nog naar Norwood moeten , was het wellicht beter als wij ons onmiddellijk op weg begaven , """	ik	m	Sherlock_Holmes_en_Een_jonge_dame_en_De_Sahib	(pl)	implicit	9148	0	20
180	s272	""" Dat zou bezwaarlijk gaan , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9184	0	6
181	s274	""" ik weet niet wat hij zou zeggen als ik u zoo plotseling bij hem bracht .
 Neen , ik moet u voorbereiden door u te toonen op welken voet wij met elkander staan .
 In de eerste plaats moet ik u zeggen dat er verscheidene punten in de geschiedenis zijn , die mij zelf onbekend zijn .
 Ik kan u dus de feiten slechts mededeelen voor zooverre ik ermede vertrouwd ben :
"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9194	10	82
182	s310	""" Mijn vader was , zooals gij zeker reeds gegist hebt , Majoor John Sholto , vroeger in Indischen dienst .
 Hij nam ongeveer elf jaar geleden zijn ontslag en vestigde zich op Pondicherry Lodge te Upper Norwood .
 Hij had fortuin gemaakt in Indië en bracht een aanzienlijke som gelds , eene groote verzameling kostbare zeldzaamheden en een gansch gevolg van Inlandsche bedienden mede .
 Onder deze omstandigheden kocht hij zich een huis en leefde in groote weelde .
 Mijn tweeling-broeder Bartholomeus en ik waren zijn eenige kinderen .
 Ik herinner mij nog zeer goed de sensatie die de verdwijning van kapitein Morstan veroorzaakte .
 Wij lazen de bizonderheden ervan in de bladen , en wetende dat hij een vriend van onzen vader was geweest , bespraken wij het geval openlijk in zijne tegenwoordigheid .
 Dan was hij gewoon met ons over hetgeen er met hem gebeurd kon zijn , te redeneeren .
 Nooit veronderstelden wij voor één oogenblik dat hij het geheele geheim in zijn eigen hart verborgen hield , dat van alle menschen , hem alléén het lot van Arthur Morstan bekend was .
 Wèl wisten wij , dat eenig geheim , eenig bepaald gevaar onzen vader bezwaarde .
 Hij was steeds zeer beangst om alleen uit te gaan , en hij hield altijd twee prijs-vechters als portiers van Pondicherry Lodge .
 Williams , die u hedenavond gereden heeft , was een hunner .
 Hij was eens de kampioen-athleet van Engeland .
 Onze vader wilde ons nimmer zeggen wat het was dat hem zoo beangstigde , maar hij legde altijd een grooten afkeer aan den dag voor mannen met houten beenen .
 Bij zekere gelegenheid vuurde hij eens zijn revolver op zulk een gebrekkige af , die niets anders bleek te zijn dan een rustig besteller die een boodschap kwam verrichten .
 Het kostte ons een aanzienlijke som , om de zaak te sussen .
 Mijn broeder en ik beschouwden dit enkel als een gril van mijn vader ; maar latere voorvallen hebben ons oordeel daaromtrent ten zeerste gewijzigd .
 In het begin van 1882 ontving mijn vader een brief uit Indië , waardoor hij zwaar geschokt werd .
 Hij bezwijmde bijna aan de ontbijttafel toen hij hem opende en vanaf dien dag bleef hij sukkelend tot aan zijn dood .
 Wat die brief behelsde , werden wij nimmer gewaar , maar toen hij hem in de hand hield merkte ik op dat hij kort , en met krabbelend schrift geschreven was .
 Hij had reeds sedert jaren aan toenemende "" spleen "" geleden , maar nu werd hij snel minder en tegen het einde van April werd ons meegedeeld dat hij hopeloos was en hij een laatste onderhoud met ons wenschte te hebben .
 Toen wij zijn kamer binnentraden , werd hij door kussens overeind gehouden , en ademde hij zwaar .
 Hij verzocht ons de deur te sluiten , en ons elk aan eene zijde van het bed te plaatsen .
 Toen greep hij onze handen , en deed ons een merkwaardige bekentenis , met een stem , die evenzeer afgebroken werd door ontroering , als door zijn lijden .
 Ik zal trachten u die met zijn eigen woorden weêr te geven :"	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9267	0	537
183	s278	""" Ik heb slechts éen zaak , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9805	0	7
184	s314	""" die mij in dit uiterste oogenblik bezwaart .
 Dat is mijne behandeling van Morstan's arme weeze .
 De verwenschte gelddorst , die mijn gemoed gedurende mijn gansche leven beheerscht heeft , onthield haar den schat , waarvan minstens de helft haar toebehoorde .
 En toch heb ik er voor mij zelven geen gebruik van gemaakt , zoo verblind en onzinnig is de gierigheid .
 Het enkel bewustzijn van het bezit was mij zoo dierbaar , dat ik er niet toe kon besluiten dit met een ander te deelen .
 Ziet dezen krans met paarlen bezet , naast de kinine-flesch .
 Zelfs daarvan kon ik niet scheiden , hoewel ik hem had achtergehouden om hem aan haar te zenden .
 Gij , mijn zoons , zult haar een eerlijk deel geven van den Agra-schat .
 Doch , zendt haar niets , - zelfs niet dezen krans , - alvorens ik zal gestorven zijn .
 Er zijn wel menschen even ziek geweest als ik thans , die toch weder hersteld zijn ."	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9816	11	181
185	s312	""" Ik zal u zeggen op welke wijze Morstan overleden is , """	De_Sahib	m	ik_en_Sherlock_Holmes_en_Een_jonge_dame	(pl)	implicit	9987	0	12
