	ids	quote	speaker	speaker_gender	addressee	addressee_gender	addresseetype	ttokenno	begin	end
167	s247	""" Nu goed , goed , wacht maar , daar komen wij ook al aan toe .
 Gij hebt het maar drommels goed met je drie duizend desjatinen in het Ezremowsche district , met zulke spieren en een blos als van een twaalfjarig meisje !
 Maar ge wordt nog eenmaal een der onzen !
 O , ja zoo ! je vroeg mij daarnaar : er is nog niets veranderd , maar 't is jammer dat ge in zoo lang niet hier waart . ""
"	haar_man	m	Lewin_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9276	0	83
168	s248	""" Waarom dat ? """	iemand	m	haar_man_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9360	0	4
169	s250	""" Ja , zie ...! maar we spreken daar wel eens nader over .
 Waarom ben je eigenlijk hier gekomen ? ""
"	haar_man	m	Lewin_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9369	0	21
170	s251	""" Ach , daar spreken we ook later over ! """	iemand	m	haar_man_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9391	0	10
171	s253	""" Nu goed , ik begrijp je , """	haar_man	m	Lewin_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9412	0	8
172	s255	""" zie je , ik zou je wel bij mij verzoeken , maar mijn vrouw is niet heel wel .
 Maar hoor eens , als je hen zien wilt , zij zijn tusschen vier en vijf uur bepaald in den dierentuin .
 Kitty rijdt daar schaatsen ; ga daar ook heen , ik haal je daar later af en dan rijden wij samen ergens heen om te dineeren . ""
"	haar_man	m	Lewin_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9424	12	81
173	s323	""" Goed !
 Tot weerziens dan . """	iemand	m	haar_man_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9494	0	7
174	s257	""" Maar hoor eens , vriendje !
 Ik ken je zoo goed , je zult de afspraak misschien glad vergeten en zoo maar in eens naar buiten terug rijden , """	haar_man	m	Lewin_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9502	0	30
175	s260	""" Neen , neen , ik kom stellig ! """	iemand	m	haar_man_en_de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9539	0	9
176	s261	""" Dat schijnt een zeer energiek heer te zijn ! """	de_kamerheer_Grinewitsch	m	_een_oud_beambte_Nikitin_en_haar_man	(pl)	implicit	9570	0	10
177	s263	""" Ja , vadertje ! """	haar_man	m	de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9589	0	5
178	s265	""" dat is nu eerst een gelukkige : drie duizend desjatinen in het Ezremowsche district , nog een schoone toekomst voor zich en daarbij zoo oorspronkelijk - zoo geheel anders als wij . ""
"	haar_man	m	de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9598	9	42
179	s266	""" En wat hebt gij dan te klagen , Stipan Arkadiewitsch ? ""
"	de_kamerheer_Grinewitsch	m	_een_oud_beambte_Nikitin_en_haar_man	(pl)	implicit	9632	0	12
180	s267	""" 't Is erg , ach , heel erg , """	haar_man	m	de_kamerheer_Grinewitsch_en_een_oud_beambte_Nikitin	(pl)	implicit	9645	0	10
181	s269	""" Ik ben gekomen om je schoonzuster Kitty ten huwelijk te vragen , """	iemand	m		none	none	9705	36	49
