	ids	quote	speaker	speaker_gender	addressee	addressee_gender	addresseetype	ttokenno	begin	end
194	s419	""" Zie zoo , nu zie ik ze niet meer .
 Jij weet niet wat handel is , Koekebakker , anders zou je der niet om lachen .
 Om te beginnen ga je tot je achtiende jaar op school .
 Heb jij ooit geweten hoeveel schapen er in Australië zijn en hoe diep 't Suezkanaal is ?
 Nou juist , daar heb je het .
 Ik heb dat geweten .
 Weet jij wat polarisatie is ?
 Ik ook niet , maar ik heb 't geweten .
 De raarste dingen heb ik moeten leeren .
 Vertaal in 't Fransch : "" onder benefice van inventaris . ""
 Ga der maar tegen aan staan .
 Je hebt er geen begrip van , Koekebakker .
 Dat duurt zoo jaren .
 Dan doet je ouwe heer je op een kantoor .
 Dan merk je , dat je al die dingen geleerd hebt om met een kwast papier nat te maken .
 Overigens is 't 't ouwe gedonderjaag , 's morgens om negen uur present en urenlang stil zitten .
 Ik vond dat ik op die manier niet opschoot .
 Ik kwam altijd te laat , ik probeerde wel op tijd te komen , maar 't wou niet meer , ik had 't zooveel jaren gedaan .
 En taai .
 Ze zeiden dat ik alles verkeerd deed , daar zullen ze wel gelijk aan gehad hebben .
 Ik wilde wel , maar ik kon niet , ik ben geen kerel om te werken .
 Ze zeiden , dat ik de anderen van hun werk hield .
 Ook daarin zullen ze wel gelijk gehad hebben .
 Als ik klaagde , dat ik 't niks lollig vond en vroeg of ik daarvoor nu op school al die wonderlijke dingen had geleerd , dan zei de oue boekhouder : "" Ja jongetje , het leven is geen roman . ""
 Bakken vertellen , dat kon ik en dat vonden ze leuk ook , maar ze waren er niet tevreden mee .
 De ouwe boekhouder wist al heel gauw niet wat hij met me doen moest .
 Als de baas er niet was maakte ik dierengeluiden , zong komieke liedjes , die ze nog nooit hadden gehoord .
 De zoon van den baas was een ingebeelde kwajongen ; af en toe kwam ie op kantoor om centen te halen .
 Hij sprak vreeselijk gemaakt en keek met een allerellendigst , door niets gemotiveerd vertoon van superioriteit naar de bedienden van zijn pa .
 De lui lachten zich een beroerte als ik dien jongeheer nadeed .
 Ik heb daar ook nog een schrijfmachine bedorven en een boek weggemaakt .
 Toen hebben ze me aan een toestel gezet , dat ze de "" guillotine "" noemden .
 Daar moest ik monsters mee knippen .
 Dagen lang heb ik daaraan gestaan : alle monsters werden scheef .
 De lui hadden 't wel in de gaten , ze hadden niets anders verwacht .
 Ze hadden me daar alleen maar aan gezet om erger te voorkomen .
 Die monsters werden weggegooid ; die gingen nooit naar de klanten .
 Toch had ik in die dagen nog gelegenheid om een brief verkeerd in te sluiten .
 Natuurlijk was 't erg ; de man die den brief kreeg mocht niet weten , dat de baas zaken deed met den man waaraan ie geschreven was .
 De boekhouder was totaal van streek .
 Toen begreep ik , dat ik maar liever heen moest gaan .
 Ik kreeg een poot van den baas .
 Ik was zelf ook blij dat ik wegging en heb hem hartelijk de hand geschud .
 Ik heb gezegd , dat 't me speet , maar dat ik er niets aan doen kon en ik geloof , dat 'k 't meende .
 Zie je , Koekebakker , dat is handel .
 Ik ben daarna nog drie weken volontair geweest op een effectenkantoortje , krantjes nakijken met een boek om te zien of de stukken van de klanten waren uitgeloot .
 Je ergste vijand zal er voor bewaard blijven .
 Ze moesten me wegdoen .
 Ik moest daar ook copieeren .
 Er was geen denken aan , dat ze uit 't copieboek konden wijs worden .
 Ik zag wel in dat 't zoo niet ging , ik kon er mijn hoofd niet bij houden .
 "" Mijn ouwe heer was ten einde raad .
 Hij hoopt nu , dat 't met de jaren wel beteren zal .
 Ik weet dat zoo niet .
 't Lijkt er nog niet veel op .
 'k Heb 't nog veel te goed zoo .
 Weet je dat Bavink pas een bom duiten heeft gemaakt ?
 Een slootje bij Kortenhoef met een hooibergje en een kalf .
 Als je blieft . """	DE_UITVRETER	m	ik	m	explicit	9505	0	791
195	s416	""" Hij puilt van de centen .
 Koekebakker , jong , hij puilt van de centen .
 Harde riksjes .
 Morgen ga ik op reis . """	DE_UITVRETER	m	ik	m	explicit	10306	0	26
196	s317	""" Met Bavink ? """	ik	m	DE_UITVRETER	m	implicit	10333	0	4
197	s319	""" Neen , """	DE_UITVRETER	m	ik	m	implicit	10341	0	3
198	s320	""" niet met Bavink , alleen .
 Ik ga naar Friesland . ""
"	DE_UITVRETER	m	ik	m	implicit	10348	7	19
199	s321	""" Midden in den winter ? ""
"	ik	m	DE_UITVRETER	m	implicit	10361	0	6
200	s322	""" Wat doen ? ""
"	ik	m	DE_UITVRETER	m	implicit	10371	0	4
201	s324	""" Doen ?
 Niks doen .
 Jelui kerels zijn zoo akelig wijs : alles moet een reden en een doel hebben .
 Ik ga naar Friesland , niks doen , nergens om .
 Zonder reden .
 Omdat ik er zin in heb . ""
"	DE_UITVRETER	m	ik	m	implicit	10382	0	43
202	s325	""" Wacht even """	DE_UITVRETER	m	ik	m	implicit	10493	0	3
203	s327	""" Ik heb nog wat vergeten . ""
"	DE_UITVRETER	m	ik	m	implicit	10507	0	7
204	s328	""" Apropos """	den_langen_Hoyer	m	ik_en_Bavink	(pl)	implicit	11431	0	2
205	s421	""" Apropos , ik heb Japi in Veere gezien met een Fransche dame , een verdomd lief wijf ."	den_langen_Hoyer	m	ik_en_Bavink	(pl)	implicit	11448	0	18
206	s422	""" ook stom , dat hadden we kunnen weten , """	ik	m	den_langen_Hoyer_en_Bavink	(pl)	implicit	11523	13	23
207	s337	""" Ik ga weg , geef me een poot . ""
"	DE_UITVRETER	m	ik_en_Bavink	(pl)	implicit	12239	12	22
208	s338	""" 's jonge , 's jonge """	Bavink	m	none	none	none	12374	32	38
209	s339	""" Doe als je blieft de ramen dicht """	DE_UITVRETER	m	Bavink	m	implicit	12410	0	8
210	s341	""" Zeg , schrijf jij dat allemaal ? ""
"	Bavink	m	DE_UITVRETER	m	implicit	12459	0	8
211	s342	""" Niet allemaal . ""
"	DE_UITVRETER	m	Bavink	m	implicit	12476	8	12
212	s343	""" Je bent toch een verdomd knappe kerel , """	Bavink	m	DE_UITVRETER	m	implicit	12481	0	9
213	s345	""" die handel is niet makkelijk . ""
"	Bavink	m	DE_UITVRETER	m	implicit	12494	13	20
214	s346	""" Wat doe jij hier , hoe gaat het , hoe kom je hier ? ""
"	ik	m	DE_UITVRETER	m	implicit	12693	9	24
215	s347	""" Ik sta maar te staren , """	DE_UITVRETER	m	ik	m	implicit	12722	0	7
216	s349	""" Dat heb ik in de gaten , """	ik	m	DE_UITVRETER	m	implicit	12734	0	8
217	s351	""" ga je mee een borreltje pakken ? ""
"	ik	m	DE_UITVRETER	m	implicit	12746	12	20
218	s352	""" Goed , """	DE_UITVRETER	m	ik	m	implicit	12755	0	3
219	s355	""" Maak je niet druk , ouwe jongen , """	DE_UITVRETER	m	de_wachter	m	implicit	14182	0	9
